
   8.88303757       1.59469914       1.05420315     -0.983020723       4280.51514      -3.13541102       7.46261692      -2.76677918       2508.84229      -1.57307386      0.212992266     -0.181503892       4365.13232      -1.57086158       1.76463842      0.762060225       1507.53699      -3.14135957       9.14571285      -1.79889715       4102.29248       1.57108974       11.7552900       1.57173407       8.88303757       1.59469914       1.05420315     -0.983020723       4280.51514      -3.13541102       7.46261692      -2.76677918       2508.84229      -1.57307386      0.212992266     -0.181503892       4365.13232      -1.57086158       1.76463842      0.762060225       1507.53699      -3.14135957       9.14571285      -1.79889715       4102.29248       1.57108974       11.7552900       1.57173407       8.88303757       1.59469914       1.05420315     -0.983020723       4280.51514      -3.13541102       7.46261692      -2.76677918       2508.84229      -1.57307386      0.212992266     -0.181503892       4365.13232      -1.57086158       1.76463842      0.762060225       1507.53699      -3.14135957       9.14571285      -1.79889715       4102.29248       1.57108974       11.7552900       1.57173407    
  -4762.64844       1.66744339E-05   91.1060410       2.10219881E-07  -53.8215523      -4.73205224E-02  -26.4450836       2.34003232E-06   20026.1152       5.77588973E-04   1.45446289      -6.06523853E-09   3014.21558       3.82567931E-04  -42.8738594       7.22776178E-07   5.57800817      -3.40317114E-04   393.685547       5.16559885E-06   17559.0840      -4.05690458E-04  -3.71700311      -1.63077948E-06  -4762.64844       1.66744339E-05   91.1060410       2.10219881E-07  -53.8215523      -4.73205224E-02  -26.4450836       2.34003232E-06   20026.1152       5.77588973E-04   1.45446289      -6.06523853E-09   3014.21558       3.82567931E-04  -42.8738594       7.22776178E-07   5.57800817      -3.40317114E-04   393.685547       5.16559885E-06   17559.0840      -4.05690458E-04  -3.71700311      -1.63077948E-06  -4762.64844       1.66744339E-05   91.1060410       2.10219881E-07  -53.8215523      -4.73205224E-02  -26.4450836       2.34003232E-06   20026.1152       5.77588973E-04   1.45446289      -6.06523853E-09   3014.21558       3.82567931E-04  -42.8738594       7.22776178E-07   5.57800817      -3.40317114E-04   393.685547       5.16559885E-06   17559.0840      -4.05690458E-04  -3.71700311      -1.63077948E-06
  -92.4722595      -2.18785502E-07  -4760.39941       1.67158050E-05   57.7823296       5.53354286E-02  -20182.7812      -5.78332634E-04  -91.0801086      -1.01224859E-05  -1.11198092       1.50619606E-08   32.5614471      -1.45155536E-06   3036.40186       3.83370585E-04  -19.9310570       4.01430065E-04  -17650.9102       4.10216220E-04   343.418610      -4.89365493E-06  0.418222159       1.62753466E-07  -92.4722595      -2.18785502E-07  -4760.39941       1.67158050E-05   57.7823296       5.53354286E-02  -20182.7812      -5.78332634E-04  -91.0801086      -1.01224859E-05  -1.11198092       1.50619606E-08   32.5614471      -1.45155536E-06   3036.40186       3.83370585E-04  -19.9310570       4.01430065E-04  -17650.9102       4.10216220E-04   343.418610      -4.89365493E-06  0.418222159       1.62753466E-07  -92.4722595      -2.18785502E-07  -4760.39941       1.67158050E-05   57.7823296       5.53354286E-02  -20182.7812      -5.78332634E-04  -91.0801086      -1.01224859E-05  -1.11198092       1.50619606E-08   32.5614471      -1.45155536E-06   3036.40186       3.83370585E-04  -19.9310570       4.01430065E-04  -17650.9102       4.10216220E-04   343.418610      -4.89365493E-06  0.418222159       1.62753466E-07
   8.91983223      -5.33498824E-05  -8.16119003       1.40249729E-04   186426.234       174.588074       348.412842      -1.85505149E-03   204.302505      -1.54152885E-03  -8.37267399       3.13967466E-05   13.4541092       3.59334044E-05   96.5480881       1.61999284E-04  -23666.4746       1.25071800      -691.397827      -6.31472503E-04   57.7105560       6.16550446E-04  0.226963520      -4.20703545E-05   8.91983223      -5.33498824E-05  -8.16119003       1.40249729E-04   186426.234       174.588074       348.412842      -1.85505149E-03   204.302505      -1.54152885E-03  -8.37267399       3.13967466E-05   13.4541092       3.59334044E-05   96.5480881       1.61999284E-04  -23666.4746       1.25071800      -691.397827      -6.31472503E-04   57.7105560       6.16550446E-04  0.226963520      -4.20703545E-05   8.91983223      -5.33498824E-05  -8.16119003       1.40249729E-04   186426.234       174.588074       348.412842      -1.85505149E-03   204.302505      -1.54152885E-03  -8.37267399       3.13967466E-05   13.4541092       3.59334044E-05   96.5480881       1.61999284E-04  -23666.4746       1.25071800      -691.397827      -6.31472503E-04   57.7105560       6.16550446E-04  0.226963520      -4.20703545E-05
   68.3442307       1.06479274E-06  -6072.90479      -2.57397856E-04   804.771973      0.728383720       622567.375       7.75593147E-03  -19.9815865      -8.45527393E-06  -14.7081089       5.00236652E-08  -67.7131271      -3.07466848E-06  -49267.9258      -4.95380722E-03  -191.953003       5.23000769E-03   210579.922      -6.35542953E-03  -510.794800       2.95268383E-05  -9.38327026      -6.81144320E-06   68.3442307       1.06479274E-06  -6072.90479      -2.57397856E-04   804.771973      0.728383720       622567.375       7.75593147E-03  -19.9815865      -8.45527393E-06  -14.7081089       5.00236652E-08  -67.7131271      -3.07466848E-06  -49267.9258      -4.95380722E-03  -191.953003       5.23000769E-03   210579.922      -6.35542953E-03  -510.794800       2.95268383E-05  -9.38327026      -6.81144320E-06   68.3442307       1.06479274E-06  -6072.90479      -2.57397856E-04   804.771973      0.728383720       622567.375       7.75593147E-03  -19.9815865      -8.45527393E-06  -14.7081089       5.00236652E-08  -67.7131271      -3.07466848E-06  -49267.9258      -4.95380722E-03  -191.953003       5.23000769E-03   210579.922      -6.35542953E-03  -510.794800       2.95268383E-05  -9.38327026      -6.81144320E-06
   6076.74902       2.56829691E-04   95.2834396       2.28909789E-06   331.418701      0.289368987      -711.939514      -6.49622452E-05   623035.125       7.73970177E-03  -16.6660843       3.46568427E-08   49003.0859       4.96345619E-03   11.6685104       1.01344394E-05  -21.9394569       2.05665175E-03   302.854187      -8.44826427E-05   208892.688      -6.37996942E-03  -428.393524      -1.98398120E-05   6076.74902       2.56829691E-04   95.2834396       2.28909789E-06   331.418701      0.289368987      -711.939514      -6.49622452E-05   623035.125       7.73970177E-03  -16.6660843       3.46568427E-08   49003.0859       4.96345619E-03   11.6685104       1.01344394E-05  -21.9394569       2.05665175E-03   302.854187      -8.44826427E-05   208892.688      -6.37996942E-03  -428.393524      -1.98398120E-05   6076.74902       2.56829691E-04   95.2834396       2.28909789E-06   331.418701      0.289368987      -711.939514      -6.49622452E-05   623035.125       7.73970177E-03  -16.6660843       3.46568427E-08   49003.0859       4.96345619E-03   11.6685104       1.01344394E-05  -21.9394569       2.05665175E-03   302.854187      -8.44826427E-05   208892.688      -6.37996942E-03  -428.393524      -1.98398120E-05
   1.25801289      -3.12225907E-08  -1.02260590       9.09203663E-08   126.235435      0.148084089       22.2773514      -9.70601150E-07   10.0559664      -8.91515072E-07   29.0247822       2.47615386E-08  0.704684973      -3.28975140E-08  -1.25091374       2.07295674E-08  -6.88107347       1.06127094E-03   4.68131590      -8.67174833E-07   2.60923529      -2.60240625E-07   7.25708390E-03  -4.08206695E-08   1.25801289      -3.12225907E-08  -1.02260590       9.09203663E-08   126.235435      0.148084089       22.2773514      -9.70601150E-07   10.0559664      -8.91515072E-07   29.0247822       2.47615386E-08  0.704684973      -3.28975140E-08  -1.25091374       2.07295674E-08  -6.88107347       1.06127094E-03   4.68131590      -8.67174833E-07   2.60923529      -2.60240625E-07   7.25708390E-03  -4.08206695E-08   1.25801289      -3.12225907E-08  -1.02260590       9.09203663E-08   126.235435      0.148084089       22.2773514      -9.70601150E-07   10.0559664      -8.91515072E-07   29.0247822       2.47615386E-08  0.704684973      -3.28975140E-08  -1.25091374       2.07295674E-08  -6.88107347       1.06127094E-03   4.68131590      -8.67174833E-07   2.60923529      -2.60240625E-07   7.25708390E-03  -4.08206695E-08
   4476.51270       2.91556556E-04  -61.6867943       6.94069968E-07   7.65861988       3.71325505E-03   116.976959       1.10723579E-06   64577.3398       8.43084604E-03 -0.189331740       3.80663110E-08   144018.109       5.26186218E-03   2.16909266       2.00779755E-06 -0.539341688       3.14142198E-05  -95.6331787       3.02555100E-06  -158361.422      -6.64752349E-03  -390.100281      -1.20981413E-05   4476.51270       2.91556556E-04  -61.6867943       6.94069968E-07   7.65861988       3.71325505E-03   116.976959       1.10723579E-06   64577.3398       8.43084604E-03 -0.189331740       3.80663110E-08   144018.109       5.26186218E-03   2.16909266       2.00779755E-06 -0.539341688       3.14142198E-05  -95.6331787       3.02555100E-06  -158361.422      -6.64752349E-03  -390.100281      -1.20981413E-05   4476.51270       2.91556556E-04  -61.6867943       6.94069968E-07   7.65861988       3.71325505E-03   116.976959       1.10723579E-06   64577.3398       8.43084604E-03 -0.189331740       3.80663110E-08   144018.109       5.26186218E-03   2.16909266       2.00779755E-06 -0.539341688       3.14142198E-05  -95.6331787       3.02555100E-06  -158361.422      -6.64752349E-03  -390.100281      -1.20981413E-05
   55.7735786      -1.19585025E-06   4505.51123       2.92479672E-04  -3.08519363     -0.138020977      -64891.7227      -8.44844524E-03   114.102386      -2.15755858E-06  0.169641972      -2.74390910E-08  -2.20230532       4.25314875E-06   144070.312       5.26451273E-03  -69.0092163      -9.90907662E-04   158135.078       6.63826987E-03  -91.7881775       2.43436207E-05   11.1181936       1.33870799E-06   55.7735786      -1.19585025E-06   4505.51123       2.92479672E-04  -3.08519363     -0.138020977      -64891.7227      -8.44844524E-03   114.102386      -2.15755858E-06  0.169641972      -2.74390910E-08  -2.20230532       4.25314875E-06   144070.312       5.26451273E-03  -69.0092163      -9.90907662E-04   158135.078       6.63826987E-03  -91.7881775       2.43436207E-05   11.1181936       1.33870799E-06   55.7735786      -1.19585025E-06   4505.51123       2.92479672E-04  -3.08519363     -0.138020977      -64891.7227      -8.44844524E-03   114.102386      -2.15755858E-06  0.169641972      -2.74390910E-08  -2.20230532       4.25314875E-06   144070.312       5.26451273E-03  -69.0092163      -9.90907662E-04   158135.078       6.63826987E-03  -91.7881775       2.43436207E-05   11.1181936       1.33870799E-06
  -1.81379056       1.94832683E-05  -11.3630009      -5.52356250E-05  -44246.5820      -83.4410019      -116.241676       6.37882971E-04  -13.2730522       5.30149031E-04   1.37928438      -1.46090988E-05  -3.89257002       2.20604252E-05  -139.685562      -1.38833464E-04   74881.0625     -0.597699761       763.218994       4.07815736E-04  -17.3735428       1.27363208E-04  0.110756189      -2.36975026E-07  -1.81379056       1.94832683E-05  -11.3630009      -5.52356250E-05  -44246.5820      -83.4410019      -116.241676       6.37882971E-04  -13.2730522       5.30149031E-04   1.37928438      -1.46090988E-05  -3.89257002       2.20604252E-05  -139.685562      -1.38833464E-04   74881.0625     -0.597699761       763.218994       4.07815736E-04  -17.3735428       1.27363208E-04  0.110756189      -2.36975026E-07  -1.81379056       1.94832683E-05  -11.3630009      -5.52356250E-05  -44246.5820      -83.4410019      -116.241676       6.37882971E-04  -13.2730522       5.30149031E-04   1.37928438      -1.46090988E-05  -3.89257002       2.20604252E-05  -139.685562      -1.38833464E-04   74881.0625     -0.597699761       763.218994       4.07815736E-04  -17.3735428       1.27363208E-04  0.110756189      -2.36975026E-07
