     2     0
     1        1.528000       -1.000000       -3.820000
     2        1.755500       -1.394042       -3.820000
     3        2.210500       -1.394042       -3.820000
     4        2.438000       -1.000000       -3.820000
     5        2.210500       -0.605958       -3.820000
     6        1.755500       -0.605958       -3.820000
     7        1.528000       -1.000000       -2.090000
     8        1.755500       -1.394042       -2.090000
     9        2.210500       -1.394042       -2.090000
    10        2.438000       -1.000000       -2.090000
    11        2.210500       -0.605958       -2.090000
    12        1.755500       -0.605958       -2.090000
    13        1.983000       -1.000000       -3.820000
    14        1.528000       -1.000000       -3.820000
    15        1.755500       -1.394042       -3.820000
    16        2.210500       -1.394042       -3.820000
    17        2.438000       -1.000000       -3.820000
    18        2.210500       -0.605958       -3.820000
    19        1.755500       -0.605958       -3.820000
    20        1.983000       -1.000000       -2.090000
    21        1.528000       -1.000000       -2.090000
    22        1.755500       -1.394042       -2.090000
    23        2.210500       -1.394042       -2.090000
    24        2.438000       -1.000000       -2.090000
    25        2.210500       -0.605958       -2.090000
    26        1.755500       -0.605958       -2.090000
    27        1.528000        1.145000       -3.820000
    28        1.755500        0.750958       -3.820000
    29        2.210500        0.750958       -3.820000
    30        2.438000        1.145000       -3.820000
    31        2.210500        1.539042       -3.820000
    32        1.755500        1.539042       -3.820000
    33        1.528000        1.145000       -2.090000
    34        1.755500        0.750958       -2.090000
    35        2.210500        0.750958       -2.090000
    36        2.438000        1.145000       -2.090000
    37        2.210500        1.539042       -2.090000
    38        1.755500        1.539042       -2.090000
    39        1.983000        1.145000       -3.820000
    40        1.528000        1.145000       -3.820000
    41        1.755500        0.750958       -3.820000
    42        2.210500        0.750958       -3.820000
    43        2.438000        1.145000       -3.820000
    44        2.210500        1.539042       -3.820000
    45        1.755500        1.539042       -3.820000
    46        1.983000        1.145000       -2.090000
    47        1.528000        1.145000       -2.090000
    48        1.755500        0.750958       -2.090000
    49        2.210500        0.750958       -2.090000
    50        2.438000        1.145000       -2.090000
    51        2.210500        1.539042       -2.090000
    52        1.755500        1.539042       -2.090000
    53       -2.435000       -1.000000       -3.820000
    54       -2.207500       -1.394042       -3.820000
    55       -1.752500       -1.394042       -3.820000
    56       -1.525000       -1.000000       -3.820000
    57       -1.752500       -0.605958       -3.820000
    58       -2.207500       -0.605958       -3.820000
    59       -2.435000       -1.000000       -2.090000
    60       -2.207500       -1.394042       -2.090000
    61       -1.752500       -1.394042       -2.090000
    62       -1.525000       -1.000000       -2.090000
    63       -1.752500       -0.605958       -2.090000
    64       -2.207500       -0.605958       -2.090000
    65       -1.980000       -1.000000       -3.820000
    66       -2.435000       -1.000000       -3.820000
    67       -2.207500       -1.394042       -3.820000
    68       -1.752500       -1.394042       -3.820000
    69       -1.525000       -1.000000       -3.820000
    70       -1.752500       -0.605958       -3.820000
    71       -2.207500       -0.605958       -3.820000
    72       -1.980000       -1.000000       -2.090000
    73       -2.435000       -1.000000       -2.090000
    74       -2.207500       -1.394042       -2.090000
    75       -1.752500       -1.394042       -2.090000
    76       -1.525000       -1.000000       -2.090000
    77       -1.752500       -0.605958       -2.090000
    78       -2.207500       -0.605958       -2.090000
    79       -2.435000        1.145000       -3.820000
    80       -2.207500        0.750958       -3.820000
    81       -1.752500        0.750958       -3.820000
    82       -1.525000        1.145000       -3.820000
    83       -1.752500        1.539042       -3.820000
    84       -2.207500        1.539042       -3.820000
    85       -2.435000        1.145000       -2.090000
    86       -2.207500        0.750958       -2.090000
    87       -1.752500        0.750958       -2.090000
    88       -1.525000        1.145000       -2.090000
    89       -1.752500        1.539042       -2.090000
    90       -2.207500        1.539042       -2.090000
    91       -1.980000        1.145000       -3.820000
    92       -2.435000        1.145000       -3.820000
    93       -2.207500        0.750958       -3.820000
    94       -1.752500        0.750958       -3.820000
    95       -1.525000        1.145000       -3.820000
    96       -1.752500        1.539042       -3.820000
    97       -2.207500        1.539042       -3.820000
    98       -1.980000        1.145000       -2.090000
    99       -2.435000        1.145000       -2.090000
   100       -2.207500        0.750958       -2.090000
   101       -1.752500        0.750958       -2.090000
   102       -1.525000        1.145000       -2.090000
   103       -1.752500        1.539042       -2.090000
   104       -2.207500        1.539042       -2.090000
   105       -0.455000       -2.290000       -3.820000
   106       -0.227500       -2.684042       -3.820000
   107        0.227500       -2.684042       -3.820000
   108        0.455000       -2.290000       -3.820000
   109        0.227500       -1.895958       -3.820000
   110       -0.227500       -1.895958       -3.820000
   111       -0.455000       -2.290000       -2.090000
   112       -0.227500       -2.684042       -2.090000
   113        0.227500       -2.684042       -2.090000
   114        0.455000       -2.290000       -2.090000
   115        0.227500       -1.895958       -2.090000
   116       -0.227500       -1.895958       -2.090000
   117        0.000000       -2.290000       -3.820000
   118       -0.455000       -2.290000       -3.820000
   119       -0.227500       -2.684042       -3.820000
   120        0.227500       -2.684042       -3.820000
   121        0.455000       -2.290000       -3.820000
   122        0.227500       -1.895958       -3.820000
   123       -0.227500       -1.895958       -3.820000
   124        0.000000       -2.290000       -2.090000
   125       -0.455000       -2.290000       -2.090000
   126       -0.227500       -2.684042       -2.090000
   127        0.227500       -2.684042       -2.090000
   128        0.455000       -2.290000       -2.090000
   129        0.227500       -1.895958       -2.090000
   130       -0.227500       -1.895958       -2.090000
   131       -0.455000        2.290000       -3.820000
   132       -0.227500        1.895958       -3.820000
   133        0.227500        1.895958       -3.820000
   134        0.455000        2.290000       -3.820000
   135        0.227500        2.684042       -3.820000
   136       -0.227500        2.684042       -3.820000
   137       -0.455000        2.290000       -2.090000
   138       -0.227500        1.895958       -2.090000
   139        0.227500        1.895958       -2.090000
