Time	 FairTen4	 FairTen5	 FairTen6	 
154.178	 274949	 274987	 274987	 
154.18	 274952	 274990	 274990	 
154.182	 274954	 274992	 274992	 
154.184	 274956	 274994	 274994	 
154.186	 274958	 274996	 274996	 
154.188	 274960	 274998	 274998	 
154.19	 274962	 275000	 275000	 
154.192	 274964	 275002	 275002	 
154.194	 274967	 275005	 275005	 
154.196	 274969	 275007	 275007	 
154.198	 274971	 275009	 275009	 
154.2	 274973	 275011	 275011	 
154.202	 274975	 275013	 275013	 
154.204	 274977	 275015	 275015	 
154.206	 274979	 275017	 275017	 
154.208	 274980	 275018	 275018	 
154.21	 274982	 275020	 275020	 
154.212	 274984	 275022	 275022	 
154.214	 274986	 275024	 275024	 
154.216	 274988	 275026	 275026	 
154.218	 274990	 275028	 275028	 
154.22	 274992	 275030	 275030	 
154.222	 274993	 275031	 275031	 
154.224	 274995	 275033	 275033	 
154.226	 274997	 275035	 275035	 
154.228	 274999	 275037	 275037	 
154.23	 275001	 275039	 275039	 
154.232	 275002	 275040	 275040	 
154.234	 275004	 275042	 275042	 
154.236	 275006	 275044	 275044	 
154.238	 275007	 275045	 275045	 
154.24	 275009	 275047	 275047	 
154.242	 275011	 275049	 275049	 
154.244	 275012	 275050	 275050	 
154.246	 275014	 275052	 275052	 
154.248	 275015	 275053	 275053	 
154.25	 275017	 275055	 275055	 
154.252	 275019	 275057	 275057	 
154.254	 275020	 275058	 275058	 
154.256	 275022	 275060	 275060	 
154.258	 275023	 275061	 275061	 
154.26	 275025	 275063	 275063	 
154.262	 275026	 275064	 275064	 
154.264	 275028	 275066	 275066	 
154.266	 275029	 275067	 275067	 
154.268	 275031	 275069	 275069	 
154.27	 275032	 275070	 275070	 
154.272	 275034	 275072	 275072	 
154.274	 275035	 275073	 275073	 
154.276	 275036	 275074	 275074	 
154.278	 275038	 275076	 275076	 
154.28	 275039	 275077	 275077	 
154.282	 275041	 275079	 275079	 
154.284	 275042	 275080	 275080	 
154.286	 275043	 275081	 275081	 
154.288	 275045	 275083	 275083	 
154.29	 275046	 275084	 275084	 
154.292	 275048	 275085	 275085	 
154.294	 275049	 275087	 275087	 
154.296	 275050	 275088	 275088	 
154.298	 275051	 275089	 275089	 
154.3	 275053	 275091	 275091	 
154.302	 275054	 275092	 275092	 
154.304	 275055	 275093	 275093	 
154.306	 275057	 275095	 275095	 
154.308	 275058	 275096	 275096	 
154.31	 275059	 275097	 275097	 
154.312	 275060	 275098	 275098	 
154.314	 275062	 275100	 275100	 
154.316	 275063	 275101	 275101	 
154.318	 275064	 275102	 275102	 
154.32	 275065	 275103	 275103	 
154.322	 275067	 275105	 275105	 
154.324	 275068	 275106	 275106	 
154.326	 275069	 275107	 275107	 
154.328	 275070	 275108	 275108	 
154.33	 275071	 275109	 275109	 
154.332	 275073	 275111	 275111	 
154.334	 275074	 275112	 275112	 
154.336	 275075	 275113	 275113	 
154.338	 275076	 275114	 275114	 
154.34	 275077	 275115	 275115	 
154.342	 275079	 275117	 275117	 
154.344	 275080	 275118	 275118	 
154.346	 275081	 275119	 275119	 
154.348	 275082	 275120	 275120	 
154.35	 275083	 275121	 275121	 
154.352	 275084	 275122	 275122	 
154.354	 275085	 275123	 275123	 
154.356	 275087	 275125	 275125	 
154.358	 275088	 275126	 275126	 
154.36	 275089	 275127	 275127	 
154.362	 275090	 275128	 275128	 
154.364	 275091	 275129	 275129	 
154.366	 275092	 275130	 275130	 
154.368	 275093	 275131	 275131	 
154.37	 275094	 275132	 275132	 
154.372	 275095	 275133	 275133	 
154.374	 275097	 275134	 275134	 
154.376	 275098	 275136	 275136	 
154.378	 275099	 275137	 275137	 
154.38	 275100	 275138	 275138	 
154.382	 275101	 275139	 275139	 
154.384	 275102	 275140	 275140	 
154.386	 275103	 275141	 275141	 
154.388	 275104	 275142	 275142	 
154.39	 275105	 275143	 275143	 
154.392	 275106	 275144	 275144	 
154.394	 275107	 275145	 275145	 
154.396	 275108	 275146	 275146	 
154.398	 275109	 275147	 275147	 
154.4	 275110	 275148	 275148	 
154.402	 275111	 275149	 275149	 
154.404	 275112	 275150	 275150	 
154.406	 275113	 275151	 275151	 
154.408	 275114	 275152	 275152	 
154.41	 275115	 275153	 275153	 
154.412	 275116	 275154	 275154	 
154.414	 275117	 275155	 275155	 
154.416	 275118	 275156	 275156	 
154.418	 275119	 275157	 275157	 
154.42	 275120	 275158	 275158	 
154.422	 275121	 275159	 275159	 
154.424	 275122	 275160	 275160	 
154.426	 275123	 275161	 275161	 
154.428	 275124	 275162	 275162	 
154.43	 275125	 275162	 275162	 
154.432	 275125	 275163	 275163	 
154.434	 275126	 275164	 275164	 
154.436	 275127	 275165	 275165	 
154.438	 275128	 275166	 275166	 
154.44	 275129	 275167	 275167	 
154.442	 275130	 275168	 275168	 
154.444	 275131	 275169	 275169	 
154.446	 275132	 275169	 275169	 
154.448	 275132	 275170	 275170	 
154.45	 275133	 275171	 275171	 
154.452	 275134	 275172	 275172	 
154.454	 275135	 275173	 275173	 
154.456	 275136	 275174	 275174	 
154.458	 275137	 275174	 275174	 
154.46	 275137	 275175	 275175	 
154.462	 275138	 275176	 275176	 
154.464	 275139	 275177	 275177	 
154.466	 275140	 275178	 275178	 
154.468	 275140	 275178	 275178	 
154.47	 275141	 275179	 275179	 
154.472	 275142	 275180	 275180	 
154.474	 275143	 275180	 275180	 
154.476	 275143	 275181	 275181	 
154.478	 275144	 275182	 275182	 
154.48	 275145	 275183	 275183	 
154.482	 275145	 275183	 275183	 
154.484	 275146	 275184	 275184	 
154.486	 275147	 275185	 275185	 
154.488	 275148	 275185	 275185	 
154.49	 275148	 275186	 275186	 
154.492	 275149	 275187	 275187	 
154.494	 275149	 275187	 275187	 
154.496	 275150	 275188	 275188	 
154.498	 275151	 275189	 275189	 
154.5	 275151	 275189	 275189	 
154.502	 275152	 275190	 275190	 
154.504	 275152	 275190	 275190	 
154.506	 275153	 275191	 275191	 
154.508	 275154	 275191	 275191	 
154.51	 275154	 275192	 275192	 
154.512	 275155	 275193	 275193	 
154.514	 275155	 275193	 275193	 
154.516	 275156	 275194	 275194	 
154.518	 275156	 275194	 275194	 
154.52	 275157	 275195	 275195	 
154.522	 275157	 275195	 275195	 
154.524	 275158	 275196	 275196	 
154.526	 275158	 275196	 275196	 
154.528	 275159	 275197	 275197	 
154.53	 275159	 275197	 275197	 
154.532	 275160	 275197	 275197	 
154.534	 275160	 275198	 275198	 
154.536	 275161	 275198	 275198	 
154.538	 275161	 275199	 275199	 
154.54	 275161	 275199	 275199	 
154.542	 275162	 275200	 275200	 
154.544	 275162	 275200	 275200	 
154.546	 275163	 275200	 275200	 
154.548	 275163	 275201	 275201	 
154.55	 275163	 275201	 275201	 
154.552	 275164	 275202	 275202	 
154.554	 275164	 275202	 275202	 
154.556	 275164	 275202	 275202	 
154.558	 275165	 275203	 275203	 
154.56	 275165	 275203	 275203	 
154.562	 275166	 275203	 275203	 
154.564	 275166	 275204	 275204	 
154.566	 275166	 275204	 275204	 
154.568	 275166	 275204	 275204	 
154.57	 275167	 275205	 275205	 
154.572	 275167	 275205	 275205	 
154.574	 275167	 275205	 275205	 
154.576	 275168	 275205	 275205	 
154.578	 275168	 275206	 275206	 
154.58	 275168	 275206	 275206	 
154.582	 275169	 275206	 275206	 
154.584	 275169	 275207	 275207	 
154.586	 275169	 275207	 275207	 
154.588	 275169	 275207	 275207	 
154.59	 275170	 275207	 275207	 
154.592	 275170	 275208	 275208	 
154.594	 275170	 275208	 275208	 
154.596	 275170	 275208	 275208	 
154.598	 275170	 275208	 275208	 
154.6	 275171	 275208	 275208	 
154.602	 275171	 275209	 275209	 
154.604	 275171	 275209	 275209	 
154.606	 275171	 275209	 275209	 
154.608	 275172	 275209	 275209	 
154.61	 275172	 275210	 275210	 
154.612	 275172	 275210	 275210	 
154.614	 275172	 275210	 275210	 
154.616	 275172	 275210	 275210	 
154.618	 275173	 275210	 275210	 
154.62	 275173	 275211	 275211	 
154.622	 275173	 275211	 275211	 
154.624	 275173	 275211	 275211	 
154.626	 275173	 275211	 275211	 
154.628	 275174	 275211	 275211	 
154.63	 275174	 275212	 275212	 
154.632	 275174	 275212	 275212	 
154.634	 275174	 275212	 275212	 
154.636	 275174	 275212	 275212	 
154.638	 275175	 275212	 275212	 
154.64	 275175	 275213	 275213	 
154.642	 275175	 275213	 275213	 
154.644	 275175	 275213	 275213	 
154.646	 275175	 275213	 275213	 
154.648	 275176	 275213	 275213	 
154.65	 275176	 275213	 275213	 
154.652	 275176	 275214	 275214	 
154.654	 275176	 275214	 275214	 
154.656	 275176	 275214	 275214	 
154.658	 275177	 275214	 275214	 
154.66	 275177	 275214	 275214	 
154.662	 275177	 275215	 275215	 
154.664	 275177	 275215	 275215	 
154.666	 275177	 275215	 275215	 
154.668	 275177	 275215	 275215	 
154.67	 275178	 275215	 275215	 
154.672	 275178	 275216	 275216	 
154.674	 275178	 275216	 275216	 
154.676	 275178	 275216	 275216	 
154.678	 275178	 275216	 275216	 
154.68	 275179	 275216	 275216	 
154.682	 275179	 275217	 275217	 
154.684	 275179	 275217	 275217	 
154.686	 275179	 275217	 275217	 
154.688	 275180	 275217	 275217	 
154.69	 275180	 275217	 275217	 
154.692	 275180	 275218	 275218	 
154.694	 275180	 275218	 275218	 
154.696	 275180	 275218	 275218	 
154.698	 275181	 275218	 275218	 
154.7	 275181	 275218	 275218	 
154.702	 275181	 275219	 275219	 
154.704	 275181	 275219	 275219	 
154.706	 275181	 275219	 275219	 
154.708	 275182	 275219	 275219	 
154.71	 275182	 275220	 275220	 
154.712	 275182	 275220	 275220	 
154.714	 275182	 275220	 275220	 
154.716	 275183	 275220	 275220	 
154.718	 275183	 275220	 275220	 
154.72	 275183	 275221	 275221	 
154.722	 275183	 275221	 275221	 
154.724	 275183	 275221	 275221	 
154.726	 275184	 275221	 275221	 
154.728	 275184	 275222	 275222	 
154.73	 275184	 275222	 275222	 
154.732	 275184	 275222	 275222	 
154.734	 275185	 275222	 275222	 
154.736	 275185	 275223	 275223	 
154.738	 275185	 275223	 275223	 
154.74	 275185	 275223	 275223	 
154.742	 275186	 275223	 275223	 
154.744	 275186	 275223	 275223	 
154.746	 275186	 275224	 275224	 
154.748	 275186	 275224	 275224	 
154.75	 275186	 275224	 275224	 
154.752	 275187	 275224	 275224	 
154.754	 275187	 275225	 275225	 
154.756	 275187	 275225	 275225	 
154.758	 275187	 275225	 275225	 
154.76	 275188	 275225	 275225	 
154.762	 275188	 275225	 275225	 
154.764	 275188	 275226	 275226	 
154.766	 275188	 275226	 275226	 
154.768	 275189	 275226	 275226	 
154.77	 275189	 275226	 275226	 
154.772	 275189	 275227	 275227	 
154.774	 275189	 275227	 275227	 
154.776	 275189	 275227	 275227	 
154.778	 275190	 275227	 275227	 
154.78	 275190	 275227	 275227	 
154.782	 275190	 275228	 275228	 
154.784	 275190	 275228	 275228	 
154.786	 275190	 275228	 275228	 
154.788	 275190	 275228	 275228	 
154.79	 275191	 275228	 275228	 
154.792	 275191	 275228	 275228	 
154.794	 275191	 275229	 275229	 
154.796	 275191	 275229	 275229	 
154.798	 275191	 275229	 275229	 
154.8	 275191	 275229	 275229	 
154.802	 275192	 275229	 275229	 
154.804	 275192	 275229	 275229	 
154.806	 275192	 275230	 275230	 
154.808	 275192	 275230	 275230	 
154.81	 275192	 275230	 275230	 
154.812	 275192	 275230	 275230	 
154.814	 275192	 275230	 275230	 
154.816	 275193	 275230	 275230	 
154.818	 275193	 275230	 275230	 
154.82	 275193	 275230	 275230	 
154.822	 275193	 275230	 275230	 
154.824	 275193	 275231	 275231	 
154.826	 275193	 275231	 275231	 
154.828	 275193	 275231	 275231	 
154.83	 275193	 275231	 275231	 
154.832	 275193	 275231	 275231	 
154.834	 275193	 275231	 275231	 
154.836	 275193	 275231	 275231	 
154.838	 275193	 275231	 275231	 
154.84	 275193	 275231	 275231	 
154.842	 275193	 275231	 275231	 
154.844	 275193	 275231	 275231	 
154.846	 275193	 275231	 275231	 
154.848	 275193	 275231	 275231	 
154.85	 275193	 275231	 275231	 
154.852	 275193	 275231	 275231	 
154.854	 275193	 275231	 275231	 
154.856	 275193	 275231	 275231	 
154.858	 275193	 275231	 275231	 
154.86	 275193	 275231	 275231	 
154.862	 275193	 275231	 275231	 
154.864	 275193	 275231	 275231	 
154.866	 275193	 275230	 275230	 
154.868	 275193	 275230	 275230	 
154.87	 275193	 275230	 275230	 
154.872	 275193	 275230	 275230	 
154.874	 275192	 275230	 275230	 
154.876	 275192	 275230	 275230	 
154.878	 275192	 275230	 275230	 
154.88	 275192	 275230	 275230	 
154.882	 275192	 275229	 275229	 
154.884	 275192	 275229	 275229	 
154.886	 275191	 275229	 275229	 
154.888	 275191	 275229	 275229	 
154.89	 275191	 275229	 275229	 
154.892	 275191	 275229	 275229	 
154.894	 275191	 275228	 275228	 
154.896	 275190	 275228	 275228	 
154.898	 275190	 275228	 275228	 
154.9	 275190	 275228	 275228	 
154.902	 275190	 275227	 275227	 
154.904	 275190	 275227	 275227	 
154.906	 275189	 275227	 275227	 
154.908	 275189	 275227	 275227	 
154.91	 275189	 275226	 275226	 
154.912	 275188	 275226	 275226	 
154.914	 275188	 275226	 275226	 
154.916	 275188	 275225	 275225	 
154.918	 275187	 275225	 275225	 
154.92	 275187	 275225	 275225	 
154.922	 275187	 275224	 275224	 
154.924	 275186	 275224	 275224	 
154.926	 275186	 275224	 275224	 
154.928	 275186	 275223	 275223	 
154.93	 275185	 275223	 275223	 
154.932	 275185	 275223	 275223	 
154.934	 275185	 275222	 275222	 
154.936	 275184	 275222	 275222	 
154.938	 275184	 275222	 275222	 
154.94	 275183	 275221	 275221	 
154.942	 275183	 275221	 275221	 
154.944	 275183	 275220	 275220	 
154.946	 275182	 275220	 275220	 
154.948	 275182	 275219	 275219	 
154.95	 275181	 275219	 275219	 
154.952	 275181	 275219	 275219	 
154.954	 275180	 275218	 275218	 
154.956	 275180	 275218	 275218	 
154.958	 275180	 275217	 275217	 
154.96	 275179	 275217	 275217	 
154.962	 275179	 275216	 275216	 
154.964	 275178	 275216	 275216	 
154.966	 275178	 275215	 275215	 
154.968	 275177	 275215	 275215	 
154.97	 275177	 275214	 275214	 
154.972	 275176	 275214	 275214	 
154.974	 275176	 275213	 275213	 
154.976	 275175	 275213	 275213	 
154.978	 275175	 275212	 275212	 
154.98	 275174	 275212	 275212	 
154.982	 275174	 275211	 275211	 
154.984	 275173	 275211	 275211	 
154.986	 275173	 275210	 275210	 
154.988	 275172	 275210	 275210	 
154.99	 275171	 275209	 275209	 
154.992	 275171	 275209	 275209	 
154.994	 275170	 275208	 275208	 
154.996	 275170	 275207	 275207	 
154.998	 275169	 275207	 275207	 
155	 275169	 275206	 275206	 
155.002	 275168	 275206	 275206	 
155.004	 275168	 275205	 275205	 
155.006	 275167	 275205	 275205	 
155.008	 275166	 275204	 275204	 
155.01	 275166	 275203	 275203	 
155.012	 275165	 275203	 275203	 
155.014	 275165	 275202	 275202	 
155.016	 275164	 275202	 275202	 
155.018	 275163	 275201	 275201	 
155.02	 275163	 275201	 275201	 
155.022	 275162	 275200	 275200	 
155.024	 275162	 275199	 275199	 
155.026	 275161	 275199	 275199	 
155.028	 275160	 275198	 275198	 
155.03	 275160	 275198	 275198	 
155.032	 275159	 275197	 275197	 
155.034	 275159	 275196	 275196	 
155.036	 275158	 275196	 275196	 
155.038	 275157	 275195	 275195	 
155.04	 275157	 275194	 275194	 
155.042	 275156	 275194	 275194	 
155.044	 275156	 275193	 275193	 
155.046	 275155	 275193	 275193	 
155.048	 275154	 275192	 275192	 
155.05	 275154	 275191	 275191	 
155.052	 275153	 275191	 275191	 
155.054	 275152	 275190	 275190	 
155.056	 275152	 275189	 275189	 
155.058	 275151	 275189	 275189	 
155.06	 275150	 275188	 275188	 
155.062	 275150	 275187	 275187	 
155.064	 275149	 275187	 275187	 
155.066	 275149	 275186	 275186	 
155.068	 275148	 275186	 275186	 
155.07	 275147	 275185	 275185	 
155.072	 275147	 275184	 275184	 
155.074	 275146	 275184	 275184	 
155.076	 275145	 275183	 275183	 
155.078	 275145	 275182	 275182	 
155.08	 275144	 275182	 275182	 
155.082	 275143	 275181	 275181	 
155.084	 275143	 275180	 275180	 
155.086	 275142	 275180	 275180	 
155.088	 275141	 275179	 275179	 
155.09	 275141	 275178	 275178	 
155.092	 275140	 275178	 275178	 
155.094	 275139	 275177	 275177	 
155.096	 275138	 275176	 275176	 
155.098	 275138	 275175	 275175	 
155.1	 275137	 275175	 275175	 
155.102	 275136	 275174	 275174	 
155.104	 275136	 275173	 275173	 
155.106	 275135	 275173	 275173	 
155.108	 275134	 275172	 275172	 
155.11	 275134	 275171	 275171	 
155.112	 275133	 275171	 275171	 
155.114	 275132	 275170	 275170	 
155.116	 275131	 275169	 275169	 
155.118	 275131	 275168	 275168	 
155.12	 275130	 275168	 275168	 
155.122	 275129	 275167	 275167	 
155.124	 275129	 275166	 275166	 
155.126	 275128	 275165	 275165	 
155.128	 275127	 275165	 275165	 
155.13	 275126	 275164	 275164	 
155.132	 275126	 275163	 275163	 
155.134	 275125	 275162	 275162	 
155.136	 275124	 275162	 275162	 
155.138	 275123	 275161	 275161	 
155.14	 275123	 275160	 275160	 
155.142	 275122	 275159	 275159	 
155.144	 275121	 275159	 275159	 
155.146	 275120	 275158	 275158	 
155.148	 275119	 275157	 275157	 
155.15	 275119	 275156	 275156	 
155.152	 275118	 275155	 275155	 
155.154	 275117	 275155	 275155	 
155.156	 275116	 275154	 275154	 
155.158	 275115	 275153	 275153	 
155.16	 275115	 275152	 275152	 
155.162	 275114	 275151	 275151	 
155.164	 275113	 275151	 275151	 
155.166	 275112	 275150	 275150	 
155.168	 275111	 275149	 275149	 
155.17	 275110	 275148	 275148	 
155.172	 275110	 275147	 275147	 
155.174	 275109	 275146	 275146	 
155.176	 275108	 275146	 275146	 
155.178	 275107	 275145	 275145	 
155.18	 275106	 275144	 275144	 
155.182	 275105	 275143	 275143	 
155.184	 275104	 275142	 275142	 
155.186	 275104	 275141	 275141	 
155.188	 275103	 275140	 275140	 
155.19	 275102	 275139	 275139	 
155.192	 275101	 275139	 275139	 
155.194	 275100	 275138	 275138	 
155.196	 275099	 275137	 275137	 
155.198	 275098	 275136	 275136	 
155.2	 275097	 275135	 275135	 
155.202	 275096	 275134	 275134	 
155.204	 275095	 275133	 275133	 
155.206	 275094	 275132	 275132	 
155.208	 275093	 275131	 275131	 
155.21	 275093	 275130	 275130	 
155.212	 275092	 275129	 275129	 
155.214	 275091	 275128	 275128	 
155.216	 275090	 275127	 275127	 
155.218	 275089	 275126	 275126	 
155.22	 275088	 275125	 275125	 
155.222	 275087	 275124	 275124	 
155.224	 275086	 275123	 275123	 
155.226	 275085	 275122	 275122	 
155.228	 275084	 275121	 275121	 
155.23	 275083	 275120	 275120	 
155.232	 275082	 275119	 275119	 
155.234	 275081	 275118	 275118	 
155.236	 275080	 275117	 275117	 
155.238	 275079	 275116	 275116	 
155.24	 275078	 275115	 275115	 
155.242	 275077	 275114	 275114	 
155.244	 275076	 275113	 275113	 
155.246	 275075	 275112	 275112	 
155.248	 275074	 275111	 275111	 
155.25	 275072	 275110	 275110	 
155.252	 275071	 275109	 275109	 
155.254	 275070	 275108	 275108	 
155.256	 275069	 275107	 275107	 
155.258	 275068	 275106	 275106	 
155.26	 275067	 275105	 275105	 
155.262	 275066	 275104	 275104	 
155.264	 275065	 275103	 275103	 
155.266	 275064	 275102	 275102	 
155.268	 275063	 275101	 275101	 
155.27	 275062	 275100	 275100	 
155.272	 275061	 275098	 275098	 
155.274	 275060	 275097	 275097	 
155.276	 275059	 275096	 275096	 
155.278	 275058	 275095	 275095	 
155.28	 275056	 275094	 275094	 
155.282	 275055	 275093	 275093	 
155.284	 275054	 275092	 275092	 
155.286	 275053	 275091	 275091	 
155.288	 275052	 275090	 275090	 
155.29	 275051	 275089	 275089	 
155.292	 275050	 275088	 275088	 
155.294	 275049	 275086	 275086	 
155.296	 275048	 275085	 275085	 
155.298	 275047	 275084	 275084	 
155.3	 275045	 275083	 275083	 
155.302	 275044	 275082	 275082	 
155.304	 275043	 275081	 275081	 
155.306	 275042	 275080	 275080	 
155.308	 275041	 275079	 275079	 
155.31	 275040	 275078	 275078	 
155.312	 275039	 275077	 275077	 
155.314	 275038	 275075	 275075	 
155.316	 275037	 275074	 275074	 
155.318	 275036	 275073	 275073	 
155.32	 275035	 275072	 275072	 
155.322	 275033	 275071	 275071	 
155.324	 275032	 275070	 275070	 
155.326	 275031	 275069	 275069	 
155.328	 275030	 275068	 275068	 
155.33	 275029	 275067	 275067	 
155.332	 275028	 275066	 275066	 
155.334	 275027	 275065	 275065	 
155.336	 275026	 275064	 275064	 
155.338	 275025	 275062	 275062	 
155.34	 275024	 275061	 275061	 
155.342	 275023	 275060	 275060	 
155.344	 275022	 275059	 275059	 
155.346	 275021	 275058	 275058	 
155.348	 275019	 275057	 275057	 
155.35	 275018	 275056	 275056	 
155.352	 275017	 275055	 275055	 
155.354	 275016	 275054	 275054	 
155.356	 275015	 275053	 275053	 
155.358	 275014	 275052	 275052	 
155.36	 275013	 275051	 275051	 
155.362	 275012	 275050	 275050	 
155.364	 275011	 275049	 275049	 
155.366	 275010	 275048	 275048	 
155.368	 275009	 275047	 275047	 
155.37	 275008	 275046	 275046	 
155.372	 275007	 275045	 275045	 
155.374	 275006	 275044	 275044	 
155.376	 275005	 275043	 275043	 
155.378	 275004	 275042	 275042	 
155.38	 275003	 275041	 275041	 
155.382	 275002	 275040	 275040	 
155.384	 275001	 275039	 275039	 
155.386	 275000	 275038	 275038	 
155.388	 274999	 275037	 275037	 
155.39	 274998	 275036	 275036	 
155.392	 274997	 275035	 275035	 
155.394	 274996	 275034	 275034	 
155.396	 274995	 275033	 275033	 
155.398	 274995	 275032	 275032	 
155.4	 274994	 275031	 275031	 
155.402	 274993	 275030	 275030	 
155.404	 274992	 275029	 275029	 
155.406	 274991	 275029	 275029	 
155.408	 274990	 275028	 275028	 
155.41	 274989	 275027	 275027	 
155.412	 274988	 275026	 275026	 
155.414	 274987	 275025	 275025	 
155.416	 274986	 275024	 275024	 
155.418	 274986	 275023	 275023	 
155.42	 274985	 275022	 275022	 
155.422	 274984	 275021	 275021	 
155.424	 274983	 275021	 275021	 
155.426	 274982	 275020	 275020	 
155.428	 274981	 275019	 275019	 
155.43	 274980	 275018	 275018	 
155.432	 274980	 275017	 275017	 
155.434	 274979	 275016	 275016	 
155.436	 274978	 275016	 275016	 
155.438	 274977	 275015	 275015	 
155.44	 274976	 275014	 275014	 
155.442	 274976	 275013	 275013	 
155.444	 274975	 275012	 275012	 
155.446	 274974	 275012	 275012	 
155.448	 274973	 275011	 275011	 
155.45	 274972	 275010	 275010	 
155.452	 274972	 275009	 275009	 
155.454	 274971	 275008	 275008	 
155.456	 274970	 275008	 275008	 
155.458	 274969	 275007	 275007	 
155.46	 274969	 275006	 275006	 
155.462	 274968	 275005	 275005	 
155.464	 274967	 275005	 275005	 
155.466	 274966	 275004	 275004	 
155.468	 274966	 275003	 275003	 
155.47	 274965	 275003	 275003	 
155.472	 274964	 275002	 275002	 
155.474	 274963	 275001	 275001	 
155.476	 274963	 275000	 275000	 
155.478	 274962	 275000	 275000	 
155.48	 274961	 274999	 274999	 
155.482	 274961	 274998	 274998	 
155.484	 274960	 274998	 274998	 
155.486	 274959	 274997	 274997	 
155.488	 274959	 274996	 274996	 
155.49	 274958	 274996	 274996	 
155.492	 274957	 274995	 274995	 
155.494	 274957	 274994	 274994	 
155.496	 274956	 274994	 274994	 
155.498	 274955	 274993	 274993	 
155.5	 274955	 274992	 274992	 
155.502	 274954	 274992	 274992	 
155.504	 274953	 274991	 274991	 
155.506	 274953	 274990	 274990	 
155.508	 274952	 274990	 274990	 
155.51	 274951	 274989	 274989	 
155.512	 274951	 274988	 274988	 
155.514	 274950	 274988	 274988	 
155.516	 274949	 274987	 274987	 
155.518	 274949	 274986	 274986	 
155.52	 274948	 274986	 274986	 
155.522	 274948	 274985	 274985	 
155.524	 274947	 274985	 274985	 
155.526	 274946	 274984	 274984	 
155.528	 274946	 274983	 274983	 
155.53	 274945	 274983	 274983	 
155.532	 274944	 274982	 274982	 
155.534	 274944	 274981	 274981	 
155.536	 274943	 274981	 274981	 
155.538	 274943	 274980	 274980	 
155.54	 274942	 274980	 274980	 
155.542	 274941	 274979	 274979	 
155.544	 274941	 274978	 274978	 
155.546	 274940	 274978	 274978	 
155.548	 274940	 274977	 274977	 
155.55	 274939	 274977	 274977	 
155.552	 274938	 274976	 274976	 
155.554	 274938	 274975	 274975	 
155.556	 274937	 274975	 274975	 
155.558	 274937	 274974	 274974	 
155.56	 274936	 274974	 274974	 
155.562	 274936	 274973	 274973	 
155.564	 274935	 274973	 274973	 
155.566	 274934	 274972	 274972	 
155.568	 274934	 274971	 274971	 
155.57	 274933	 274971	 274971	 
155.572	 274933	 274970	 274970	 
155.574	 274932	 274970	 274970	 
155.576	 274932	 274969	 274969	 
155.578	 274931	 274969	 274969	 
155.58	 274930	 274968	 274968	 
155.582	 274930	 274967	 274967	 
155.584	 274929	 274967	 274967	 
155.586	 274929	 274966	 274966	 
155.588	 274928	 274966	 274966	 
155.59	 274928	 274965	 274965	 
155.592	 274927	 274965	 274965	 
155.594	 274926	 274964	 274964	 
155.596	 274926	 274963	 274963	 
155.598	 274925	 274963	 274963	 
155.6	 274925	 274962	 274962	 
155.602	 274924	 274962	 274962	 
155.604	 274924	 274961	 274961	 
155.606	 274923	 274961	 274961	 
155.608	 274923	 274960	 274960	 
155.61	 274922	 274960	 274960	 
155.612	 274921	 274959	 274959	 
155.614	 274921	 274958	 274958	 
155.616	 274920	 274958	 274958	 
155.618	 274920	 274957	 274957	 
155.62	 274919	 274957	 274957	 
155.622	 274919	 274956	 274956	 
155.624	 274918	 274956	 274956	 
155.626	 274918	 274955	 274955	 
155.628	 274917	 274955	 274955	 
155.63	 274917	 274954	 274954	 
155.632	 274916	 274954	 274954	 
155.634	 274916	 274953	 274953	 
155.636	 274915	 274953	 274953	 
155.638	 274915	 274952	 274952	 
155.64	 274914	 274952	 274952	 
155.642	 274914	 274951	 274951	 
155.644	 274913	 274951	 274951	 
155.646	 274912	 274950	 274950	 
155.648	 274912	 274950	 274950	 
155.65	 274911	 274949	 274949	 
155.652	 274911	 274949	 274949	 
155.654	 274910	 274948	 274948	 
155.656	 274910	 274948	 274948	 
155.658	 274909	 274947	 274947	 
155.66	 274909	 274947	 274947	 
155.662	 274909	 274946	 274946	 
155.664	 274908	 274946	 274946	 
155.666	 274908	 274945	 274945	 
155.668	 274907	 274945	 274945	 
155.67	 274907	 274944	 274944	 
155.672	 274906	 274944	 274944	 
155.674	 274906	 274943	 274943	 
155.676	 274905	 274943	 274943	 
155.678	 274905	 274942	 274942	 
155.68	 274904	 274942	 274942	 
155.682	 274904	 274941	 274941	 
155.684	 274903	 274941	 274941	 
155.686	 274903	 274940	 274940	 
155.688	 274902	 274940	 274940	 
155.69	 274902	 274940	 274940	 
155.692	 274902	 274939	 274939	 
155.694	 274901	 274939	 274939	 
155.696	 274901	 274938	 274938	 
155.698	 274900	 274938	 274938	 
155.7	 274900	 274937	 274937	 
155.702	 274899	 274937	 274937	 
155.704	 274899	 274937	 274937	 
155.706	 274899	 274936	 274936	 
155.708	 274898	 274936	 274936	 
155.71	 274898	 274935	 274935	 
155.712	 274897	 274935	 274935	 
155.714	 274897	 274934	 274934	 
155.716	 274897	 274934	 274934	 
155.718	 274896	 274934	 274934	 
155.72	 274896	 274933	 274933	 
155.722	 274895	 274933	 274933	 
155.724	 274895	 274933	 274933	 
155.726	 274895	 274932	 274932	 
155.728	 274894	 274932	 274932	 
