Time	 FairTen4	 FairTen5	 FairTen6	 
0	 12846.2	 12843.8	 12843.8	 
0.002	 12874.5	 12872.2	 12872.2	 
0.004	 13088.5	 13086.1	 13086.1	 
0.006	 13578.5	 13576	 13576	 
0.008	 14341.3	 14338.6	 14338.6	 
0.01	 15332.2	 15329.3	 15329.3	 
0.012	 16492.8	 16489.7	 16489.7	 
0.014	 17765	 17761.6	 17761.6	 
0.016	 19097.2	 19093.6	 19093.6	 
0.018	 20446.5	 20442.5	 20442.5	 
0.02	 21778.5	 21774.3	 21774.3	 
0.022	 23067.7	 23063.2	 23063.2	 
0.024	 24296.1	 24291.4	 24291.4	 
0.026	 25453.1	 25448.2	 25448.2	 
0.028	 26543.2	 26540.7	 26540.7	 
0.03	 27628.5	 27635.5	 27635.5	 
0.032	 28815.8	 28839.4	 28839.4	 
0.034	 30196.3	 30239	 30239	 
0.036	 31805.2	 31864.7	 31864.7	 
0.038	 33617	 33686.5	 33686.5	 
0.04	 35561	 35632.2	 35632.2	 
0.042	 37545.6	 37610.3	 37610.3	 
0.044	 39480.4	 39532.3	 39532.3	 
0.046	 41291.7	 41326.7	 41326.7	 
0.048	 43000.2	 43051.7	 43051.7	 
0.05	 45928.6	 46117	 46117	 
0.052	 50925	 51225.9	 51225.9	 
0.054	 57247.4	 57579.1	 57579.1	 
0.056	 63731.6	 64021	 64021	 
0.058	 69494.6	 69703.9	 69703.9	 
0.06	 74144	 74268.3	 74268.3	 
0.062	 77689	 77743.9	 77743.9	 
0.064	 80613.8	 80655.3	 80655.3	 
0.066	 84421.5	 84531.1	 84531.1	 
0.068	 90467.2	 90687.2	 90687.2	 
0.07	 99152.7	 99479.9	 99479.9	 
0.072	 110099	 110505	 110505	 
0.074	 122590	 123040	 123040	 
0.076	 135898	 136361	 136361	 
0.078	 149417	 149871	 149871	 
0.08	 162676	 163102	 163102	 
0.082	 175306	 175690	 175690	 
0.084	 187017	 187350	 187350	 
0.086	 197597	 197874	 197874	 
0.088	 206919	 207137	 207137	 
0.09	 214944	 215105	 215105	 
0.092	 221718	 221829	 221829	 
0.094	 227361	 227429	 227429	 
0.096	 232038	 232074	 232074	 
0.098	 235938	 235952	 235952	 
0.1	 239245	 239245	 239245	 
0.102	 242114	 242110	 242110	 
0.104	 244663	 244659	 244659	 
0.106	 246960	 246959	 246959	 
0.108	 249022	 249025	 249025	 
0.11	 250827	 250833	 250833	 
0.112	 252316	 252323	 252323	 
0.114	 253409	 253415	 253415	 
0.116	 254019	 254020	 254020	 
0.118	 254058	 254051	 254051	 
0.12	 253452	 253436	 253436	 
0.122	 252147	 252119	 252119	 
0.124	 250111	 250071	 250071	 
0.126	 247338	 247287	 247287	 
0.128	 243845	 243785	 243785	 
0.13	 239672	 239604	 239604	 
0.132	 234871	 234799	 234799	 
0.134	 229508	 229435	 229435	 
0.136	 223652	 223581	 223581	 
0.138	 217372	 217306	 217306	 
0.14	 210736	 210676	 210676	 
0.142	 203800	 203749	 203749	 
0.144	 196615	 196574	 196574	 
0.146	 189223	 189192	 189192	 
0.148	 181657	 181637	 181637	 
0.15	 173941	 173933	 173933	 
0.152	 166099	 166102	 166102	 
0.154	 158150	 158162	 158162	 
0.156	 150111	 150133	 150133	 
0.158	 142002	 142034	 142034	 
0.16	 133847	 133889	 133889	 
0.162	 125671	 125722	 125722	 
0.164	 117505	 117565	 117565	 
0.166	 109382	 109450	 109450	 
0.168	 101338	 101416	 101416	 
0.17	 93411.2	 93498.1	 93498.1	 
0.172	 85641.1	 85737.2	 85737.2	 
0.174	 78066	 78171.3	 78171.3	 
0.176	 70723.1	 70837.6	 70837.6	 
0.178	 63647.2	 63770.7	 63770.7	 
0.18	 56870.3	 57002.4	 57002.4	 
0.182	 50421	 50561.2	 50561.2	 
0.184	 44324.6	 44472.2	 44472.2	 
0.186	 38603	 38757.3	 38757.3	 
0.188	 33275.4	 33435.5	 33435.5	 
0.19	 28358.7	 28523.4	 28523.4	 
0.192	 23868.1	 24036.4	 24036.4	 
0.194	 19818.4	 19988.8	 19988.8	 
0.196	 16224.2	 16395.1	 16395.1	 
0.198	 13101.7	 13271	 13271	 
0.2	 10469.2	 10634	 10634	 
0.202	 8345.6	 8501.95	 8501.95	 
0.204	 6743.4	 6886.12	 6886.12	 
0.206	 5653.53	 5776.3	 5776.3	 
0.208	 5161.96	 5233.43	 5233.43	 
0.21	 5356.43	 5387.8	 5387.8	 
0.212	 6066.16	 6067.47	 6067.47	 
0.214	 7175.78	 7153.65	 7153.65	 
0.216	 8520.04	 8483.54	 8483.54	 
0.218	 9934.37	 9892.4	 9892.4	 
0.22	 11300.7	 11259.8	 11259.8	 
0.222	 12875	 12893	 12893	 
0.224	 14891.4	 14929	 14929	 
0.226	 17063.6	 17096	 17096	 
0.228	 19202.1	 19224.6	 19224.6	 
0.23	 21459.4	 21506.1	 21506.1	 
0.232	 24212.1	 24303.9	 24303.9	 
0.234	 27626.6	 27760.5	 27760.5	 
0.236	 31678	 31838.1	 31838.1	 
0.238	 36247.7	 36416.8	 36416.8	 
0.24	 41210.5	 41376	 41376	 
0.242	 46476.9	 46631.9	 46631.9	 
0.244	 51996.3	 52137.9	 52137.9	 
0.246	 57740.8	 57868.2	 57868.2	 
0.248	 63686.6	 63799.4	 63799.4	 
0.25	 69801.7	 69899.2	 69899.2	 
0.252	 76043.2	 76124.8	 76124.8	 
0.254	 82360.8	 82426.3	 82426.3	 
0.256	 88703.8	 88753.4	 88753.4	 
0.258	 95026.3	 95061.5	 95061.5	 
0.26	 101292	 101315	 101315	 
0.262	 107475	 107487	 107487	 
0.264	 113557	 113563	 113563	 
0.266	 119531	 119531	 119531	 
0.268	 125388	 125386	 125386	 
0.27	 131126	 131122	 131122	 
0.272	 136738	 136733	 136733	 
0.274	 142216	 142211	 142211	 
0.276	 147550	 147544	 147544	 
0.278	 152725	 152718	 152718	 
0.28	 157723	 157714	 157714	 
0.282	 162526	 162515	 162515	 
0.284	 167112	 167099	 167099	 
0.286	 171461	 171446	 171446	 
0.288	 175554	 175536	 175536	 
0.29	 179370	 179351	 179351	 
0.292	 182894	 182874	 182874	 
0.294	 186112	 186093	 186093	 
0.296	 189015	 188996	 188996	 
0.298	 191594	 191577	 191577	 
0.3	 193844	 193832	 193832	 
0.302	 195766	 195758	 195758	 
0.304	 197358	 197356	 197356	 
0.306	 198624	 198628	 198628	 
0.308	 199567	 199579	 199579	 
0.31	 200193	 200213	 200213	 
0.312	 200507	 200536	 200536	 
0.314	 200516	 200554	 200554	 
0.316	 200227	 200274	 200274	 
0.318	 199647	 199703	 199703	 
0.32	 198783	 198849	 198849	 
0.322	 197645	 197721	 197721	 
0.324	 196240	 196326	 196326	 
0.326	 194579	 194675	 194675	 
0.328	 192672	 192779	 192779	 
0.33	 190537	 190654	 190654	 
0.332	 188252	 188380	 188380	 
0.334	 185791	 185930	 185930	 
0.336	 183148	 183297	 183297	 
0.338	 180319	 180479	 180479	 
0.34	 177311	 177482	 177482	 
0.342	 174143	 174325	 174325	 
0.344	 170838	 171030	 171030	 
0.346	 167419	 167621	 167621	 
0.348	 163908	 164121	 164121	 
0.35	 160325	 160547	 160547	 
0.352	 156687	 156918	 156918	 
0.354	 153011	 153250	 153250	 
0.356	 149313	 149560	 149560	 
0.358	 145610	 145865	 145865	 
0.36	 141920	 142182	 142182	 
0.362	 138258	 138526	 138526	 
0.364	 134639	 134912	 134912	 
0.366	 131075	 131353	 131353	 
0.368	 127578	 127861	 127861	 
0.37	 124161	 124447	 124447	 
0.372	 120834	 121123	 121123	 
0.374	 117607	 117898	 117898	 
0.376	 114490	 114783	 114783	 
0.378	 111495	 111788	 111788	 
0.38	 108630	 108923	 108923	 
0.382	 105905	 106197	 106197	 
0.384	 103328	 103619	 103619	 
0.386	 100909	 101197	 101197	 
0.388	 98653.7	 98938.9	 98938.9	 
0.39	 96569.9	 96851.3	 96851.3	 
0.392	 94663.2	 94940.2	 94940.2	 
0.394	 92938.7	 93210.5	 93210.5	 
0.396	 91400.3	 91666.3	 91666.3	 
0.398	 90051.2	 90310.7	 90310.7	 
0.4	 88893.6	 89146	 89146	 
0.402	 87928.7	 88173.5	 88173.5	 
0.404	 87156.9	 87393.5	 87393.5	 
0.406	 86577.9	 86805.7	 86805.7	 
0.408	 86190.4	 86409.1	 86409.1	 
0.41	 85992.7	 86201.8	 86201.8	 
0.412	 85982.4	 86181.4	 86181.4	 
0.414	 86156.3	 86345	 86345	 
0.416	 86510.8	 86688.9	 86688.9	 
0.418	 87041.9	 87209.1	 87209.1	 
0.42	 87744.9	 87901	 87901	 
0.422	 88614.8	 88759.5	 88759.5	 
0.424	 89646	 89779.3	 89779.3	 
0.426	 90832.5	 90954.3	 90954.3	 
0.428	 92167.9	 92278.1	 92278.1	 
0.43	 93645.4	 93744	 93744	 
0.432	 95257.7	 95344.9	 95344.9	 
0.434	 96997.3	 97073.1	 97073.1	 
0.436	 98856.3	 98920.8	 98920.8	 
0.438	 100827	 100880	 100880	 
0.44	 102900	 102942	 102942	 
0.442	 105067	 105099	 105099	 
0.444	 107320	 107341	 107341	 
0.446	 109649	 109661	 109661	 
0.448	 112046	 112048	 112048	 
0.45	 114502	 114495	 114495	 
0.452	 117007	 116992	 116992	 
0.454	 119553	 119530	 119530	 
0.456	 122132	 122101	 122101	 
0.458	 124734	 124696	 124696	 
0.46	 127350	 127306	 127306	 
0.462	 129974	 129924	 129924	 
0.464	 132595	 132540	 132540	 
0.466	 135208	 135148	 135148	 
0.468	 137803	 137739	 137739	 
0.47	 140373	 140306	 140306	 
0.472	 142912	 142842	 142842	 
0.474	 145412	 145341	 145341	 
0.476	 147867	 147795	 147795	 
0.478	 150271	 150198	 150198	 
0.48	 152618	 152546	 152546	 
0.482	 154903	 154832	 154832	 
0.484	 157121	 157051	 157051	 
0.486	 159266	 159199	 159199	 
0.488	 161335	 161271	 161271	 
0.49	 163325	 163264	 163264	 
0.492	 165231	 165175	 165175	 
0.494	 167051	 166999	 166999	 
0.496	 168781	 168736	 168736	 
0.498	 170421	 170382	 170382	 
0.5	 171968	 171936	 171936	 
0.502	 173421	 173396	 173396	 
0.504	 174779	 174762	 174762	 
0.506	 176041	 176032	 176032	 
0.508	 177207	 177207	 177207	 
0.51	 178277	 178287	 178287	 
0.512	 179251	 179271	 179271	 
0.514	 180130	 180160	 180160	 
0.516	 180915	 180956	 180956	 
0.518	 181606	 181659	 181659	 
0.52	 182207	 182271	 182271	 
0.522	 182717	 182793	 182793	 
0.524	 183140	 183228	 183228	 
0.526	 183476	 183577	 183577	 
0.528	 183730	 183843	 183843	 
0.53	 183902	 184029	 184029	 
0.532	 183997	 184137	 184137	 
0.534	 184017	 184170	 184170	 
0.536	 183965	 184131	 184131	 
0.538	 183845	 184025	 184025	 
0.54	 183661	 183854	 183854	 
0.542	 183416	 183622	 183622	 
0.544	 183114	 183333	 183333	 
0.546	 182759	 182991	 182991	 
0.548	 182357	 182601	 182601	 
0.55	 181910	 182166	 182166	 
0.552	 181423	 181691	 181691	 
0.554	 180900	 181180	 181180	 
0.556	 180347	 180638	 180638	 
0.558	 179767	 180068	 180068	 
0.56	 179164	 179476	 179476	 
0.562	 178544	 178865	 178865	 
0.564	 177910	 178240	 178240	 
0.566	 177266	 177604	 177604	 
0.568	 176616	 176962	 176962	 
0.57	 175965	 176318	 176318	 
0.572	 175316	 175676	 175676	 
0.574	 174672	 175038	 175038	 
0.576	 174037	 174409	 174409	 
0.578	 173415	 173792	 173792	 
0.58	 172808	 173189	 173189	 
0.582	 172220	 172604	 172604	 
0.584	 171653	 172040	 172040	 
0.586	 171109	 171499	 171499	 
0.588	 170592	 170983	 170983	 
0.59	 170103	 170495	 170495	 
0.592	 169644	 170036	 170036	 
0.594	 169217	 169609	 169609	 
0.596	 168823	 169215	 169215	 
0.598	 168465	 168855	 168855	 
0.6	 168142	 168531	 168531	 
0.602	 167857	 168244	 168244	 
0.604	 167610	 167994	 167994	 
0.606	 167402	 167782	 167782	 
0.608	 167234	 167610	 167610	 
0.61	 167105	 167477	 167477	 
0.612	 167016	 167383	 167383	 
0.614	 166968	 167330	 167330	 
0.616	 166960	 167316	 167316	 
0.618	 166992	 167341	 167341	 
0.62	 167063	 167407	 167407	 
0.622	 167175	 167511	 167511	 
0.624	 167326	 167655	 167655	 
0.626	 167515	 167836	 167836	 
0.628	 167742	 168056	 168056	 
0.63	 168007	 168312	 168312	 
0.632	 168308	 168605	 168605	 
0.634	 168645	 168934	 168934	 
0.636	 169017	 169297	 169297	 
0.638	 169423	 169694	 169694	 
0.64	 169862	 170124	 170124	 
0.642	 170334	 170585	 170585	 
0.644	 170836	 171078	 171078	 
0.646	 171368	 171601	 171601	 
0.648	 171930	 172153	 172153	 
0.65	 172519	 172733	 172733	 
0.652	 173135	 173339	 173339	 
0.654	 173777	 173972	 173972	 
0.656	 174444	 174629	 174629	 
0.658	 175135	 175311	 175311	 
0.66	 175848	 176015	 176015	 
0.662	 176583	 176741	 176741	 
0.664	 177339	 177488	 177488	 
0.666	 178115	 178255	 178255	 
0.668	 178910	 179041	 179041	 
0.67	 179722	 179845	 179845	 
0.672	 180552	 180667	 180667	 
0.674	 181399	 181506	 181506	 
0.676	 182261	 182360	 182360	 
0.678	 183138	 183230	 183230	 
0.68	 184029	 184115	 184115	 
0.682	 184934	 185013	 185013	 
0.684	 185852	 185925	 185925	 
0.686	 186783	 186849	 186849	 
0.688	 187725	 187786	 187786	 
0.69	 188679	 188735	 188735	 
0.692	 189644	 189695	 189695	 
0.694	 190620	 190667	 190667	 
0.696	 191607	 191649	 191649	 
0.698	 192603	 192642	 192642	 
0.7	 193609	 193645	 193645	 
0.702	 194625	 194658	 194658	 
0.704	 195650	 195681	 195681	 
0.706	 196684	 196714	 196714	 
0.708	 197728	 197756	 197756	 
0.71	 198780	 198807	 198807	 
0.712	 199841	 199868	 199868	 
0.714	 200911	 200937	 200937	 
0.716	 201989	 202016	 202016	 
0.718	 203076	 203104	 203104	 
0.72	 204172	 204201	 204201	 
0.722	 205276	 205306	 205306	 
0.724	 206388	 206421	 206421	 
0.726	 207509	 207544	 207544	 
0.728	 208638	 208676	 208676	 
0.73	 209776	 209816	 209816	 
0.732	 210921	 210965	 210965	 
0.734	 212075	 212123	 212123	 
0.736	 213236	 213289	 213289	 
0.738	 214406	 214463	 214463	 
0.74	 215583	 215645	 215645	 
0.742	 216768	 216835	 216835	 
0.744	 217960	 218033	 218033	 
0.746	 219159	 219238	 219238	 
0.748	 220366	 220450	 220450	 
0.75	 221579	 221670	 221670	 
0.752	 222798	 222896	 222896	 
0.754	 224024	 224128	 224128	 
0.756	 225255	 225367	 225367	 
0.758	 226492	 226611	 226611	 
0.76	 227734	 227860	 227860	 
0.762	 228980	 229114	 229114	 
0.764	 230231	 230372	 230372	 
0.766	 231485	 231633	 231633	 
0.768	 232742	 232898	 232898	 
0.77	 234001	 234166	 234166	 
0.772	 235263	 235435	 235435	 
0.774	 236525	 236706	 236706	 
0.776	 237789	 237978	 237978	 
0.778	 239052	 239249	 239249	 
0.78	 240314	 240520	 240520	 
0.782	 241575	 241789	 241789	 
0.784	 242834	 243056	 243056	 
0.786	 244090	 244320	 244320	 
0.788	 245342	 245580	 245580	 
0.79	 246589	 246835	 246835	 
0.792	 247831	 248085	 248085	 
0.794	 249067	 249329	 249329	 
0.796	 250296	 250565	 250565	 
0.798	 251517	 251794	 251794	 
0.8	 252729	 253014	 253014	 
0.802	 253932	 254224	 254224	 
0.804	 255125	 255424	 255424	 
0.806	 256306	 256613	 256613	 
0.808	 257476	 257789	 257789	 
0.81	 258633	 258953	 258953	 
0.812	 259777	 260103	 260103	 
0.814	 260906	 261239	 261239	 
0.816	 262021	 262360	 262360	 
0.818	 263120	 263465	 263465	 
0.82	 264203	 264554	 264554	 
0.822	 265269	 265626	 265626	 
0.824	 266318	 266680	 266680	 
0.826	 267349	 267716	 267716	 
0.828	 268362	 268733	 268733	 
0.83	 269356	 269732	 269732	 
0.832	 270331	 270711	 270711	 
0.834	 271286	 271670	 271670	 
0.836	 272221	 272610	 272610	 
0.838	 273137	 273529	 273529	 
0.84	 274032	 274427	 274427	 
0.842	 274907	 275305	 275305	 
0.844	 275762	 276163	 276163	 
0.846	 276596	 276999	 276999	 
0.848	 277410	 277815	 277815	 
0.85	 278203	 278611	 278611	 
0.852	 278977	 279387	 279387	 
0.854	 279731	 280142	 280142	 
0.856	 280465	 280878	 280878	 
0.858	 281181	 281594	 281594	 
0.86	 281878	 282292	 282292	 
0.862	 282557	 282971	 282971	 
0.864	 283218	 283633	 283633	 
0.866	 283862	 284277	 284277	 
0.868	 284490	 284905	 284905	 
0.87	 285103	 285517	 285517	 
0.872	 285701	 286114	 286114	 
0.874	 286285	 286698	 286698	 
0.876	 286856	 287267	 287267	 
0.878	 287415	 287825	 287825	 
0.88	 287963	 288371	 288371	 
0.882	 288501	 288908	 288908	 
0.884	 289030	 289435	 289435	 
0.886	 289551	 289954	 289954	 
0.888	 290066	 290466	 290466	 
0.89	 290575	 290972	 290972	 
0.892	 291079	 291474	 291474	 
0.894	 291581	 291972	 291972	 
0.896	 292080	 292469	 292469	 
0.898	 292579	 292964	 292964	 
0.9	 293079	 293460	 293460	 
0.902	 293580	 293958	 293958	 
0.904	 294085	 294459	 294459	 
0.906	 294594	 294964	 294964	 
0.908	 295108	 295475	 295475	 
0.91	 295630	 295993	 295993	 
0.912	 296160	 296519	 296519	 
0.914	 296700	 297054	 297054	 
0.916	 297250	 297600	 297600	 
0.918	 297813	 298158	 298158	 
0.92	 298388	 298730	 298730	 
0.922	 298978	 299315	 299315	 
0.924	 299583	 299916	 299916	 
0.926	 300205	 300533	 300533	 
0.928	 300845	 301167	 301167	 
0.93	 301503	 301821	 301821	 
0.932	 302180	 302494	 302494	 
0.934	 302878	 303187	 303187	 
0.936	 303598	 303902	 303902	 
0.938	 304340	 304639	 304639	 
0.94	 305104	 305399	 305399	 
0.942	 305893	 306183	 306183	 
0.944	 306706	 306991	 306991	 
0.946	 307543	 307824	 307824	 
0.948	 308406	 308682	 308682	 
0.95	 309296	 309567	 309567	 
0.952	 310211	 310478	 310478	 
0.954	 311153	 311416	 311416	 
0.956	 312123	 312381	 312381	 
0.958	 313119	 313373	 313373	 
0.96	 314143	 314392	 314392	 
0.962	 315194	 315439	 315439	 
0.964	 316273	 316514	 316514	 
0.966	 317379	 317616	 317616	 
0.968	 318512	 318745	 318745	 
0.97	 319679	 319910	 319910	 
0.972	 320869	 321096	 321096	 
0.974	 322084	 322306	 322306	 
0.976	 323323	 323542	 323542	 
0.978	 324587	 324802	 324802	 
0.98	 325875	 326086	 326086	 
0.982	 327187	 327395	 327395	 
0.984	 328522	 328727	 328727	 
0.986	 329880	 330082	 330082	 
0.988	 331261	 331459	 331459	 
0.99	 332662	 332858	 332858	 
0.992	 334084	 334277	 334277	 
0.994	 335525	 335716	 335716	 
0.996	 336985	 337174	 337174	 
0.998	 338462	 338649	 338649	 
1	 339956	 340141	 340141	 
1.002	 341466	 341649	 341649	 
1.004	 342990	 343172	 343172	 
1.006	 344528	 344709	 344709	 
1.008	 346078	 346258	 346258	 
1.01	 347640	 347818	 347818	 
1.012	 349211	 349389	 349389	 
1.014	 350791	 350968	 350968	 
1.016	 352379	 352555	 352555	 
1.018	 353972	 354148	 354148	 
1.02	 355571	 355747	 355747	 
1.022	 357173	 357349	 357349	 
1.024	 358778	 358954	 358954	 
1.026	 360384	 360560	 360560	 
1.028	 361990	 362166	 362166	 
1.03	 363594	 363771	 363771	 
1.032	 365196	 365374	 365374	 
1.034	 366794	 366973	 366973	 
1.036	 368388	 368567	 368567	 
1.038	 369975	 370155	 370155	 
1.04	 371554	 371736	 371736	 
1.042	 373125	 373308	 373308	 
1.044	 374687	 374871	 374871	 
1.046	 376238	 376424	 376424	 
1.048	 377776	 377964	 377964	 
1.05	 379302	 379492	 379492	 
1.052	 380814	 381006	 381006	 
1.054	 382312	 382505	 382505	 
1.056	 383793	 383989	 383989	 
1.058	 385257	 385456	 385456	 
1.06	 386704	 386905	 386905	 
1.062	 388133	 388336	 388336	 
1.064	 389542	 389748	 389748	 
1.066	 390931	 391139	 391139	 
1.068	 392300	 392511	 392511	 
1.07	 393647	 393861	 393861	 
1.072	 394972	 395189	 395189	 
1.074	 396275	 396494	 396494	 
1.076	 397555	 397777	 397777	 
1.078	 398812	 399037	 399037	 
1.08	 400044	 400272	 400272	 
1.082	 401252	 401483	 401483	 
1.084	 402436	 402670	 402670	 
1.086	 403595	 403832	 403832	 
1.088	 404729	 404969	 404969	 
1.09	 405837	 406080	 406080	 
1.092	 406921	 407166	 407166	 
1.094	 407978	 408227	 408227	 
1.096	 409010	 409262	 409262	 
1.098	 410017	 410271	 410271	 
1.1	 410998	 411255	 411255	 
1.102	 411953	 412213	 412213	 
1.104	 412883	 413146	 413146	 
1.106	 413788	 414054	 414054	 
1.108	 414668	 414936	 414936	 
1.11	 415523	 415794	 415794	 
1.112	 416353	 416627	 416627	 
1.114	 417159	 417435	 417435	 
1.116	 417941	 418219	 418219	 
1.118	 418700	 418980	 418980	 
1.12	 419435	 419717	 419717	 
1.122	 420147	 420431	 420431	 
1.124	 420836	 421122	 421122	 
1.126	 421503	 421791	 421791	 
1.128	 422149	 422438	 422438	 
1.13	 422773	 423064	 423064	 
1.132	 423376	 423668	 423668	 
1.134	 423959	 424253	 424253	 
1.136	 424522	 424817	 424817	 
1.138	 425066	 425362	 425362	 
1.14	 425591	 425888	 425888	 
1.142	 426098	 426395	 426395	 
1.144	 426586	 426884	 426884	 
1.146	 427058	 427356	 427356	 
1.148	 427512	 427811	 427811	 
1.15	 427950	 428249	 428249	 
1.152	 428373	 428671	 428671	 
1.154	 428780	 429078	 429078	 
1.156	 429172	 429470	 429470	 
1.158	 429550	 429847	 429847	 
1.16	 429914	 430210	 430210	 
1.162	 430264	 430560	 430560	 
1.164	 430601	 430896	 430896	 
1.166	 430926	 431220	 431220	 
1.168	 431239	 431531	 431531	 
1.17	 431540	 431830	 431830	 
1.172	 431829	 432118	 432118	 
1.174	 432108	 432394	 432394	 
1.176	 432376	 432660	 432660	 
1.178	 432634	 432916	 432916	 
1.18	 432881	 433161	 433161	 
1.182	 433119	 433396	 433396	 
1.184	 433348	 433622	 433622	 
1.186	 433567	 433838	 433838	 
1.188	 433778	 434045	 434045	 
1.19	 433980	 434244	 434244	 
1.192	 434173	 434434	 434434	 
1.194	 434358	 434615	 434615	 
1.196	 434535	 434788	 434788	 
1.198	 434704	 434953	 434953	 
1.2	 434865	 435110	 435110	 
1.202	 435018	 435259	 435259	 
1.204	 435164	 435400	 435400	 
1.206	 435301	 435533	 435533	 
1.208	 435432	 435659	 435659	 
1.21	 435555	 435776	 435776	 
1.212	 435670	 435887	 435887	 
1.214	 435778	 435989	 435989	 
1.216	 435878	 436084	 436084	 
1.218	 435971	 436171	 436171	 
1.22	 436056	 436251	 436251	 
1.222	 436134	 436322	 436322	 
1.224	 436203	 436386	 436386	 
1.226	 436265	 436443	 436443	 
1.228	 436320	 436491	 436491	 
1.23	 436366	 436531	 436531	 
1.232	 436404	 436563	 436563	 
1.234	 436435	 436586	 436586	 
1.236	 436457	 436602	 436602	 
1.238	 436470	 436609	 436609	 
1.24	 436476	 436607	 436607	 
1.242	 436472	 436597	 436597	 
1.244	 436460	 436579	 436579	 
1.246	 436440	 436551	 436551	 
1.248	 436410	 436514	 436514	 
1.25	 436372	 436468	 436468	 
1.252	 436324	 436414	 436414	 
1.254	 436267	 436349	 436349	 
1.256	 436201	 436276	 436276	 
1.258	 436125	 436193	 436193	 
1.26	 436040	 436100	 436100	 
1.262	 435945	 435998	 435998	 
1.264	 435841	 435886	 435886	 
1.266	 435727	 435765	 435765	 
1.268	 435603	 435633	 435633	 
1.27	 435469	 435492	 435492	 
1.272	 435326	 435341	 435341	 
1.274	 435172	 435180	 435180	 
1.276	 435009	 435009	 435009	 
1.278	 434835	 434828	 434828	 
1.28	 434652	 434637	 434637	 
1.282	 434459	 434436	 434436	 
1.284	 434256	 434225	 434225	 
1.286	 434042	 434005	 434005	 
1.288	 433819	 433774	 433774	 
1.29	 433587	 433534	 433534	 
1.292	 433344	 433284	 433284	 
1.294	 433092	 433025	 433025	 
1.296	 432830	 432756	 432756	 
1.298	 432559	 432477	 432477	 
1.3	 432278	 432189	 432189	 
1.302	 431989	 431892	 431892	 
1.304	 431690	 431586	 431586	 
1.306	 431382	 431271	 431271	 
1.308	 431065	 430947	 430947	 
1.31	 430739	 430615	 430615	 
1.312	 430405	 430274	 430274	 
1.314	 430063	 429925	 429925	 
1.316	 429712	 429567	 429567	 
1.318	 429353	 429202	 429202	 
1.32	 428987	 428829	 428829	 
1.322	 428613	 428448	 428448	 
1.324	 428231	 428061	 428061	 
1.326	 427842	 427665	 427665	 
1.328	 427446	 427263	 427263	 
1.33	 427044	 426855	 426855	 
1.332	 426634	 426439	 426439	 
1.334	 426218	 426018	 426018	 
1.336	 425796	 425590	 425590	 
1.338	 425368	 425156	 425156	 
1.34	 424934	 424717	 424717	 
1.342	 424494	 424272	 424272	 
1.344	 424049	 423821	 423821	 
1.346	 423599	 423366	 423366	 
1.348	 423143	 422905	 422905	 
1.35	 422683	 422440	 422440	 
1.352	 422217	 421970	 421970	 
1.354	 421747	 421496	 421496	 
1.356	 421273	 421017	 421017	 
1.358	 420795	 420534	 420534	 
1.36	 420312	 420048	 420048	 
1.362	 419825	 419557	 419557	 
1.364	 419335	 419063	 419063	 
1.366	 418840	 418565	 418565	 
1.368	 418342	 418063	 418063	 
1.37	 417841	 417558	 417558	 
1.372	 417336	 417050	 417050	 
1.374	 416827	 416538	 416538	 
1.376	 416315	 416023	 416023	 
1.378	 415800	 415506	 415506	 
1.38	 415282	 414985	 414985	 
1.382	 414760	 414460	 414460	 
1.384	 414235	 413933	 413933	 
1.386	 413707	 413403	 413403	 
1.388	 413176	 412870	 412870	 
1.39	 412641	 412333	 412333	 
1.392	 412104	 411793	 411793	 
1.394	 411562	 411251	 411251	 
1.396	 411018	 410705	 410705	 
1.398	 410470	 410155	 410155	 
1.4	 409918	 409602	 409602	 
1.402	 409363	 409046	 409046	 
1.404	 408804	 408486	 408486	 
1.406	 408241	 407923	 407923	 
1.408	 407675	 407356	 407356	 
1.41	 407104	 406785	 406785	 
1.412	 406529	 406209	 406209	 
1.414	 405950	 405630	 405630	 
1.416	 405366	 405046	 405046	 
1.418	 404778	 404458	 404458	 
1.42	 404185	 403865	 403865	 
1.422	 403587	 403268	 403268	 
1.424	 402984	 402665	 402665	 
1.426	 402376	 402057	 402057	 
1.428	 401762	 401444	 401444	 
1.43	 401143	 400826	 400826	 
1.432	 400517	 400201	 400201	 
1.434	 399886	 399571	 399571	 
1.436	 399249	 398935	 398935	 
1.438	 398606	 398293	 398293	 
1.44	 397956	 397644	 397644	 
1.442	 397299	 396989	 396989	 
1.444	 396635	 396327	 396327	 
1.446	 395965	 395658	 395658	 
1.448	 395287	 394982	 394982	 
1.45	 394602	 394299	 394299	 
1.452	 393910	 393609	 393609	 
1.454	 393210	 392910	 392910	 
1.456	 392502	 392205	 392205	 
1.458	 391786	 391491	 391491	 
1.46	 391063	 390770	 390770	 
1.462	 390331	 390040	 390040	 
1.464	 389591	 389303	 389303	 
1.466	 388843	 388557	 388557	 
1.468	 388086	 387803	 387803	 
1.47	 387321	 387040	 387040	 
1.472	 386547	 386269	 386269	 
1.474	 385765	 385490	 385490	 
1.476	 384975	 384702	 384702	 
1.478	 384175	 383905	 383905	 
1.48	 383367	 383100	 383100	 
1.482	 382551	 382286	 382286	 
1.484	 381725	 381463	 381463	 
1.486	 380891	 380632	 380632	 
1.488	 380049	 379792	 379792	 
