Time	 Node0px 	 Node0py 	 Node0pz 	 Node1px 	 Node1py 	 Node1pz 	 Node2px 	 Node2py 	 Node2pz 	 Node3px 	 Node3py 	 Node3pz 	 Node4px 	 Node4py 	 Node4pz 	 Seg1Te 	 Seg2Te 	 Seg3Te 	 Seg4Te 	 
0	 -2.61714	 -4.76037	 -18.334	 -3.12991	 -6.64414	 -26.2367	 -3.64908	 -8.55478	 -34.31	 -4.20734	 -10.5793	 -42.3528	 -5.09397	 -13.5539	 -50.0641	 0	 45.5858	 90.3205	 136.732	 
0.002	 -2.61714	 -4.76037	 -18.334	 -3.12991	 -6.64414	 -26.2367	 -3.64908	 -8.55478	 -34.31	 -4.20734	 -10.5793	 -42.3528	 -5.09397	 -13.5539	 -50.0641	 0	 48.9819	 91.288	 136.702	 
0.004	 -2.61714	 -4.76037	 -18.334	 -3.12991	 -6.64414	 -26.2367	 -3.64908	 -8.55478	 -34.31	 -4.20734	 -10.5793	 -42.3528	 -5.09397	 -13.5539	 -50.0641	 0	 57.9697	 97.7276	 140.29	 
0.006	 -2.61714	 -4.76037	 -18.334	 -3.12991	 -6.64414	 -26.2367	 -3.64908	 -8.55478	 -34.31	 -4.20735	 -10.5793	 -42.3528	 -5.09397	 -13.5539	 -50.0641	 0	 64.201	 107.032	 151.125	 
0.008	 -2.61714	 -4.76037	 -18.334	 -3.12991	 -6.64414	 -26.2367	 -3.64908	 -8.55478	 -34.31	 -4.20736	 -10.5793	 -42.3528	 -5.09397	 -13.5539	 -50.0641	 0	 69.469	 116.261	 163.381	 
0.01	 -2.61714	 -4.76037	 -18.3339	 -3.12991	 -6.64414	 -26.2367	 -3.64908	 -8.55478	 -34.31	 -4.20737	 -10.5794	 -42.3528	 -5.09397	 -13.5539	 -50.0641	 0	 74.2118	 123.24	 171.496	 
0.012	 -2.61714	 -4.76038	 -18.3339	 -3.12992	 -6.64415	 -26.2367	 -3.64908	 -8.55478	 -34.3099	 -4.20738	 -10.5794	 -42.3528	 -5.09397	 -13.5539	 -50.0641	 0	 76.419	 125.901	 174.168	 
0.014	 -2.61715	 -4.76038	 -18.3339	 -3.12992	 -6.64416	 -26.2367	 -3.64908	 -8.55479	 -34.3099	 -4.2074	 -10.5795	 -42.3528	 -5.09397	 -13.5539	 -50.0641	 0	 75.3808	 124.006	 171.821	 
0.016	 -2.61715	 -4.76039	 -18.3339	 -3.12992	 -6.64417	 -26.2367	 -3.64908	 -8.55479	 -34.3099	 -4.20742	 -10.5795	 -42.3527	 -5.09397	 -13.5539	 -50.0641	 0	 72.122	 118.946	 165.822	 
0.018	 -2.61715	 -4.7604	 -18.3339	 -3.12992	 -6.64418	 -26.2367	 -3.64908	 -8.55479	 -34.3099	 -4.20744	 -10.5796	 -42.3527	 -5.09397	 -13.5539	 -50.0641	 0	 68.0915	 112.788	 158.49	 
0.02	 -2.61715	 -4.76041	 -18.3339	 -3.12993	 -6.64419	 -26.2366	 -3.64908	 -8.55479	 -34.3099	 -4.20746	 -10.5797	 -42.3527	 -5.09397	 -13.5539	 -50.0641	 0	 64.5816	 107.553	 152.3	 
0.022	 -2.61716	 -4.76043	 -18.3338	 -3.12993	 -6.6442	 -26.2366	 -3.64908	 -8.55479	 -34.3099	 -4.20749	 -10.5797	 -42.3527	 -5.09397	 -13.5539	 -50.0641	 0	 62.5473	 104.669	 148.957	 
0.024	 -2.61716	 -4.76044	 -18.3338	 -3.12993	 -6.64421	 -26.2366	 -3.64908	 -8.55479	 -34.3099	 -4.20752	 -10.5798	 -42.3526	 -5.09397	 -13.5539	 -50.0641	 0	 62.3786	 104.633	 148.994	 
0.026	 -2.61717	 -4.76046	 -18.3338	 -3.12993	 -6.64422	 -26.2366	 -3.64907	 -8.55479	 -34.3099	 -4.20755	 -10.5799	 -42.3526	 -5.09397	 -13.5539	 -50.0641	 0	 63.8267	 106.989	 151.84	 
0.028	 -2.61717	 -4.76047	 -18.3338	 -3.12994	 -6.64424	 -26.2366	 -3.64907	 -8.5548	 -34.3099	 -4.20758	 -10.58	 -42.3525	 -5.09397	 -13.5539	 -50.0641	 0	 66.183	 110.629	 156.171	 
0.03	 -2.61717	 -4.76049	 -18.3337	 -3.12994	 -6.64425	 -26.2366	 -3.64907	 -8.5548	 -34.3099	 -4.20762	 -10.5801	 -42.3525	 -5.09397	 -13.5539	 -50.0641	 0	 68.5815	 114.235	 160.426	 
0.032	 -2.61718	 -4.76051	 -18.3337	 -3.12995	 -6.64427	 -26.2365	 -3.64907	 -8.5548	 -34.3098	 -4.20766	 -10.5802	 -42.3525	 -5.09397	 -13.5539	 -50.0641	 0	 70.2862	 116.715	 163.317	 
0.034	 -2.61719	 -4.76053	 -18.3337	 -3.12995	 -6.64429	 -26.2365	 -3.64907	 -8.5548	 -34.3098	 -4.2077	 -10.5804	 -42.3524	 -5.09397	 -13.5539	 -50.0641	 0	 70.8907	 117.496	 164.184	 
0.036	 -2.61719	 -4.76055	 -18.3336	 -3.12996	 -6.6443	 -26.2365	 -3.64907	 -8.5548	 -34.3098	 -4.20774	 -10.5805	 -42.3524	 -5.09397	 -13.5539	 -50.0641	 0	 70.3886	 116.615	 163.087	 
0.038	 -2.6172	 -4.76058	 -18.3336	 -3.12996	 -6.64432	 -26.2365	 -3.64907	 -8.55481	 -34.3098	 -4.20779	 -10.5806	 -42.3523	 -5.09397	 -13.5539	 -50.0641	 0	 69.1114	 114.608	 160.674	 
0.04	 -2.6172	 -4.7606	 -18.3336	 -3.12997	 -6.64434	 -26.2365	 -3.64907	 -8.55481	 -34.3098	 -4.20783	 -10.5808	 -42.3522	 -5.09397	 -13.5539	 -50.0641	 0	 67.5726	 112.267	 157.891	 
0.042	 -2.61721	 -4.76063	 -18.3335	 -3.12997	 -6.64437	 -26.2364	 -3.64907	 -8.55481	 -34.3098	 -4.20788	 -10.5809	 -42.3522	 -5.09397	 -13.5539	 -50.0641	 0	 66.2822	 110.358	 155.64	 
0.044	 -2.61722	 -4.76065	 -18.3335	 -3.12998	 -6.64439	 -26.2364	 -3.64907	 -8.55481	 -34.3097	 -4.20794	 -10.5811	 -42.3521	 -5.09397	 -13.5539	 -50.0642	 0	 65.5926	 109.391	 154.518	 
0.046	 -2.61723	 -4.76068	 -18.3335	 -3.12998	 -6.64441	 -26.2364	 -3.64906	 -8.55482	 -34.3097	 -4.20799	 -10.5813	 -42.3521	 -5.09397	 -13.5539	 -50.0642	 0	 65.6166	 109.509	 154.682	 
0.048	 -2.61724	 -4.76071	 -18.3334	 -3.12999	 -6.64444	 -26.2364	 -3.64906	 -8.55482	 -34.3097	 -4.20805	 -10.5814	 -42.352	 -5.09397	 -13.5539	 -50.0642	 0	 66.2326	 110.502	 155.875	 
0.05	 -2.61724	 -4.76075	 -18.3334	 -3.13	 -6.64446	 -26.2363	 -3.64906	 -8.55482	 -34.3097	 -4.20811	 -10.5816	 -42.3519	 -5.09397	 -13.5539	 -50.0642	 0	 67.159	 111.93	 157.569	 
0.052	 -2.61725	 -4.76078	 -18.3333	 -3.13	 -6.64449	 -26.2363	 -3.64906	 -8.55483	 -34.3097	 -4.20817	 -10.5818	 -42.3518	 -5.09397	 -13.5539	 -50.0642	 0	 68.0662	 113.291	 159.17	 
0.054	 -2.61726	 -4.76081	 -18.3333	 -3.13001	 -6.64452	 -26.2363	 -3.64906	 -8.55483	 -34.3096	 -4.20824	 -10.582	 -42.3518	 -5.09397	 -13.5539	 -50.0642	 0	 68.684	 114.187	 160.209	 
0.056	 -2.61727	 -4.76085	 -18.3333	 -3.13002	 -6.64455	 -26.2362	 -3.64906	 -8.55483	 -34.3096	 -4.2083	 -10.5822	 -42.3517	 -5.09397	 -13.5539	 -50.0642	 0	 68.8744	 114.425	 160.466	 
0.058	 -2.61728	 -4.76089	 -18.3332	 -3.13002	 -6.64458	 -26.2362	 -3.64906	 -8.55484	 -34.3096	 -4.20837	 -10.5824	 -42.3516	 -5.09397	 -13.5539	 -50.0642	 0	 68.6518	 114.045	 159.992	 
0.06	 -2.61729	 -4.76092	 -18.3332	 -3.13003	 -6.64461	 -26.2362	 -3.64905	 -8.55484	 -34.3095	 -4.20844	 -10.5826	 -42.3515	 -5.09397	 -13.5539	 -50.0642	 0	 68.1541	 113.268	 159.056	 
0.062	 -2.61731	 -4.76096	 -18.3331	 -3.13004	 -6.64464	 -26.2361	 -3.64905	 -8.55484	 -34.3095	 -4.20852	 -10.5828	 -42.3514	 -5.09397	 -13.5539	 -50.0642	 0	 67.5806	 112.399	 158.022	 
0.064	 -2.61732	 -4.76101	 -18.3331	 -3.13005	 -6.64467	 -26.2361	 -3.64905	 -8.55485	 -34.3095	 -4.20859	 -10.5831	 -42.3513	 -5.09397	 -13.5539	 -50.0642	 0	 67.1217	 111.725	 157.225	 
0.066	 -2.61733	 -4.76105	 -18.333	 -3.13006	 -6.64471	 -26.2361	 -3.64905	 -8.55485	 -34.3095	 -4.20867	 -10.5833	 -42.3512	 -5.09397	 -13.5539	 -50.0642	 0	 66.9024	 111.425	 156.876	 
0.068	 -2.61734	 -4.76109	 -18.333	 -3.13007	 -6.64474	 -26.236	 -3.64905	 -8.55486	 -34.3094	 -4.20875	 -10.5835	 -42.3511	 -5.09397	 -13.5539	 -50.0642	 0	 66.9548	 111.537	 157.015	 
0.07	 -2.61735	 -4.76114	 -18.3329	 -3.13007	 -6.64478	 -26.236	 -3.64905	 -8.55486	 -34.3094	 -4.20884	 -10.5838	 -42.351	 -5.09397	 -13.5539	 -50.0642	 0	 67.2239	 111.968	 157.528	 
0.072	 -2.61737	 -4.76118	 -18.3329	 -3.13008	 -6.64481	 -26.2359	 -3.64904	 -8.55487	 -34.3094	 -4.20892	 -10.5841	 -42.3509	 -5.09397	 -13.5539	 -50.0642	 0	 67.5977	 112.544	 158.208	 
0.074	 -2.61738	 -4.76123	 -18.3328	 -3.13009	 -6.64485	 -26.2359	 -3.64904	 -8.55487	 -34.3093	 -4.20901	 -10.5843	 -42.3508	 -5.09397	 -13.5539	 -50.0642	 0	 67.9512	 113.075	 158.83	 
0.076	 -2.61739	 -4.76128	 -18.3327	 -3.1301	 -6.64489	 -26.2358	 -3.64904	 -8.55488	 -34.3093	 -4.2091	 -10.5846	 -42.3507	 -5.09397	 -13.5539	 -50.0642	 0	 68.1858	 113.417	 159.223	 
0.078	 -2.61741	 -4.76133	 -18.3327	 -3.13011	 -6.64493	 -26.2358	 -3.64904	 -8.55488	 -34.3093	 -4.20919	 -10.5849	 -42.3506	 -5.09397	 -13.5539	 -50.0642	 0	 68.2556	 113.505	 159.316	 
0.08	 -2.61742	 -4.76139	 -18.3326	 -3.13012	 -6.64497	 -26.2358	 -3.64904	 -8.55489	 -34.3092	 -4.20928	 -10.5851	 -42.3505	 -5.09397	 -13.5539	 -50.0642	 0	 68.1721	 113.366	 159.139	 
0.082	 -2.61744	 -4.76144	 -18.3326	 -3.13013	 -6.64502	 -26.2357	 -3.64904	 -8.55489	 -34.3092	 -4.20938	 -10.5854	 -42.3504	 -5.09397	 -13.5539	 -50.0642	 0	 67.9921	 113.087	 158.802	 
0.084	 -2.61745	 -4.76149	 -18.3325	 -3.13015	 -6.64506	 -26.2357	 -3.64903	 -8.5549	 -34.3091	 -4.20948	 -10.5857	 -42.3503	 -5.09397	 -13.5539	 -50.0643	 0	 67.7924	 112.788	 158.444	 
0.086	 -2.61747	 -4.76155	 -18.3324	 -3.13016	 -6.6451	 -26.2356	 -3.64903	 -8.5549	 -34.3091	 -4.20958	 -10.586	 -42.3501	 -5.09397	 -13.5539	 -50.0643	 0	 67.6438	 112.574	 158.189	 
0.088	 -2.61748	 -4.76161	 -18.3324	 -3.13017	 -6.64515	 -26.2356	 -3.64903	 -8.55491	 -34.3091	 -4.20968	 -10.5863	 -42.35	 -5.09397	 -13.5539	 -50.0643	 0	 67.5903	 112.508	 158.111	 
0.09	 -2.6175	 -4.76167	 -18.3323	 -3.13018	 -6.64519	 -26.2355	 -3.64903	 -8.55492	 -34.309	 -4.20978	 -10.5866	 -42.3499	 -5.09397	 -13.5539	 -50.0643	 0	 67.64	 112.598	 158.218	 
0.092	 -2.61751	 -4.76173	 -18.3323	 -3.13019	 -6.64524	 -26.2355	 -3.64902	 -8.55492	 -34.309	 -4.20989	 -10.587	 -42.3498	 -5.09397	 -13.5539	 -50.0643	 0	 67.7688	 112.805	 158.461	 
0.094	 -2.61753	 -4.76179	 -18.3322	 -3.1302	 -6.64529	 -26.2354	 -3.64902	 -8.55493	 -34.3089	 -4.21	 -10.5873	 -42.3496	 -5.09397	 -13.5539	 -50.0643	 0	 67.9325	 113.058	 158.759	 
0.096	 -2.61755	 -4.76185	 -18.3321	 -3.13022	 -6.64534	 -26.2353	 -3.64902	 -8.55494	 -34.3089	 -4.21011	 -10.5876	 -42.3495	 -5.09397	 -13.5539	 -50.0643	 0	 68.0838	 113.288	 159.026	 
0.098	 -2.61757	 -4.76192	 -18.332	 -3.13023	 -6.64539	 -26.2353	 -3.64902	 -8.55495	 -34.3088	 -4.21022	 -10.588	 -42.3494	 -5.09397	 -13.5539	 -50.0643	 0	 68.187	 113.441	 159.202	 
0.1	 -2.61758	 -4.76198	 -18.332	 -3.13024	 -6.64544	 -26.2352	 -3.64902	 -8.55495	 -34.3088	 -4.21033	 -10.5883	 -42.3492	 -5.09397	 -13.5539	 -50.0643	 0	 68.2271	 113.499	 159.263	 
0.102	 -2.6176	 -4.76205	 -18.3319	 -3.13026	 -6.64549	 -26.2352	 -3.64901	 -8.55496	 -34.3088	 -4.21045	 -10.5887	 -42.3491	 -5.09397	 -13.5539	 -50.0643	 0	 68.2108	 113.472	 159.226	 
0.104	 -2.61762	 -4.76212	 -18.3318	 -3.13027	 -6.64555	 -26.2351	 -3.64901	 -8.55497	 -34.3087	 -4.21057	 -10.589	 -42.3489	 -5.09397	 -13.5539	 -50.0643	 0	 68.161	 113.398	 159.134	 
0.106	 -2.61764	 -4.76219	 -18.3318	 -3.13028	 -6.6456	 -26.2351	 -3.64901	 -8.55498	 -34.3087	 -4.21069	 -10.5894	 -42.3488	 -5.09397	 -13.5539	 -50.0643	 0	 68.1074	 113.321	 159.041	 
0.108	 -2.61766	 -4.76226	 -18.3317	 -3.1303	 -6.64566	 -26.235	 -3.64901	 -8.55499	 -34.3086	 -4.21081	 -10.5897	 -42.3486	 -5.09397	 -13.5539	 -50.0643	 0	 68.076	 113.281	 158.992	 
0.11	 -2.61768	 -4.76233	 -18.3316	 -3.13031	 -6.64571	 -26.2349	 -3.649	 -8.55499	 -34.3086	 -4.21093	 -10.5901	 -42.3485	 -5.09397	 -13.5539	 -50.0643	 0	 68.0821	 113.299	 159.012	 
0.112	 -2.6177	 -4.7624	 -18.3315	 -3.13032	 -6.64577	 -26.2349	 -3.649	 -8.555	 -34.3085	 -4.21106	 -10.5905	 -42.3483	 -5.09397	 -13.5539	 -50.0643	 0	 68.1275	 113.376	 159.103	 
0.114	 -2.61772	 -4.76248	 -18.3314	 -3.13034	 -6.64583	 -26.2348	 -3.649	 -8.55501	 -34.3085	 -4.21118	 -10.5909	 -42.3482	 -5.09397	 -13.5539	 -50.0643	 0	 68.2016	 113.495	 159.243	 
0.116	 -2.61774	 -4.76255	 -18.3314	 -3.13035	 -6.64589	 -26.2347	 -3.649	 -8.55502	 -34.3084	 -4.21131	 -10.5913	 -42.348	 -5.09397	 -13.5539	 -50.0644	 0	 68.2871	 113.63	 159.4	 
0.118	 -2.61776	 -4.76263	 -18.3313	 -3.13037	 -6.64595	 -26.2347	 -3.649	 -8.55503	 -34.3083	 -4.21144	 -10.5917	 -42.3479	 -5.09397	 -13.5539	 -50.0644	 0	 68.3664	 113.753	 159.543	 
0.12	 -2.61779	 -4.76271	 -18.3312	 -3.13039	 -6.64601	 -26.2346	 -3.64899	 -8.55504	 -34.3083	 -4.21158	 -10.5921	 -42.3477	 -5.09397	 -13.5539	 -50.0644	 0	 68.4264	 113.846	 159.65	 
0.122	 -2.61781	 -4.76279	 -18.3311	 -3.1304	 -6.64607	 -26.2345	 -3.64899	 -8.55505	 -34.3082	 -4.21171	 -10.5925	 -42.3475	 -5.09397	 -13.5539	 -50.0644	 0	 68.4624	 113.903	 159.714	 
0.124	 -2.61783	 -4.76287	 -18.331	 -3.13042	 -6.64614	 -26.2345	 -3.64899	 -8.55506	 -34.3082	 -4.21185	 -10.5929	 -42.3474	 -5.09397	 -13.5539	 -50.0644	 0	 68.4778	 113.928	 159.742	 
0.126	 -2.61785	 -4.76296	 -18.3309	 -3.13043	 -6.6462	 -26.2344	 -3.64899	 -8.55508	 -34.3081	 -4.21199	 -10.5933	 -42.3472	 -5.09397	 -13.5539	 -50.0644	 0	 68.4817	 113.938	 159.751	 
0.128	 -2.61788	 -4.76304	 -18.3309	 -3.13045	 -6.64627	 -26.2343	 -3.64898	 -8.55509	 -34.3081	 -4.21213	 -10.5937	 -42.347	 -5.09397	 -13.5539	 -50.0644	 0	 68.4855	 113.949	 159.763	 
0.13	 -2.6179	 -4.76313	 -18.3308	 -3.13047	 -6.64633	 -26.2342	 -3.64898	 -8.5551	 -34.308	 -4.21227	 -10.5941	 -42.3468	 -5.09397	 -13.5539	 -50.0644	 0	 68.4987	 113.975	 159.793	 
0.132	 -2.61792	 -4.76321	 -18.3307	 -3.13048	 -6.6464	 -26.2342	 -3.64898	 -8.55511	 -34.3079	 -4.21241	 -10.5946	 -42.3467	 -5.09397	 -13.5539	 -50.0644	 0	 68.5267	 114.024	 159.85	 
0.134	 -2.61795	 -4.7633	 -18.3306	 -3.1305	 -6.64647	 -26.2341	 -3.64898	 -8.55512	 -34.3079	 -4.21255	 -10.595	 -42.3465	 -5.09397	 -13.5539	 -50.0644	 0	 68.5695	 114.095	 159.934	 
0.136	 -2.61797	 -4.76339	 -18.3305	 -3.13052	 -6.64654	 -26.234	 -3.64897	 -8.55514	 -34.3078	 -4.2127	 -10.5954	 -42.3463	 -5.09397	 -13.5539	 -50.0644	 0	 68.6227	 114.182	 160.036	 
0.138	 -2.618	 -4.76348	 -18.3304	 -3.13054	 -6.64661	 -26.2339	 -3.64897	 -8.55515	 -34.3078	 -4.21285	 -10.5959	 -42.3461	 -5.09397	 -13.5539	 -50.0644	 0	 68.6794	 114.273	 160.142	 
0.14	 -2.61802	 -4.76357	 -18.3303	 -3.13055	 -6.64668	 -26.2339	 -3.64897	 -8.55516	 -34.3077	 -4.213	 -10.5963	 -42.3459	 -5.09397	 -13.5539	 -50.0644	 0	 68.7332	 114.358	 160.243	 
0.142	 -2.61805	 -4.76367	 -18.3302	 -3.13057	 -6.64675	 -26.2338	 -3.64897	 -8.55518	 -34.3076	 -4.21315	 -10.5968	 -42.3458	 -5.09397	 -13.5539	 -50.0644	 0	 68.7792	 114.432	 160.329	 
0.144	 -2.61807	 -4.76376	 -18.3301	 -3.13059	 -6.64682	 -26.2337	 -3.64897	 -8.55519	 -34.3076	 -4.2133	 -10.5973	 -42.3456	 -5.09397	 -13.5539	 -50.0644	 0	 68.8161	 114.492	 160.399	 
0.146	 -2.6181	 -4.76386	 -18.33	 -3.13061	 -6.6469	 -26.2336	 -3.64896	 -8.5552	 -34.3075	 -4.21345	 -10.5977	 -42.3454	 -5.09397	 -13.5539	 -50.0644	 0	 68.8453	 114.54	 160.455	 
0.148	 -2.61813	 -4.76395	 -18.3299	 -3.13063	 -6.64697	 -26.2335	 -3.64896	 -8.55522	 -34.3074	 -4.21361	 -10.5982	 -42.3452	 -5.09397	 -13.5539	 -50.0644	 0	 68.8706	 114.583	 160.505	 
0.15	 -2.61815	 -4.76405	 -18.3298	 -3.13065	 -6.64705	 -26.2335	 -3.64896	 -8.55523	 -34.3074	 -4.21377	 -10.5987	 -42.345	 -5.09397	 -13.5539	 -50.0644	 0	 68.8962	 114.627	 160.557	 
0.152	 -2.61818	 -4.76415	 -18.3297	 -3.13067	 -6.64713	 -26.2334	 -3.64896	 -8.55525	 -34.3073	 -4.21392	 -10.5991	 -42.3448	 -5.09397	 -13.5539	 -50.0645	 0	 68.9257	 114.678	 160.617	 
0.154	 -2.61821	 -4.76425	 -18.3296	 -3.13069	 -6.64721	 -26.2333	 -3.64896	 -8.55527	 -34.3072	 -4.21408	 -10.5996	 -42.3446	 -5.09397	 -13.5539	 -50.0645	 0	 68.9609	 114.737	 160.686	 
0.156	 -2.61824	 -4.76436	 -18.3295	 -3.13071	 -6.64728	 -26.2332	 -3.64895	 -8.55528	 -34.3072	 -4.21425	 -10.6001	 -42.3444	 -5.09397	 -13.5539	 -50.0645	 0	 69.0015	 114.804	 160.766	 
0.158	 -2.61827	 -4.76446	 -18.3294	 -3.13073	 -6.64736	 -26.2331	 -3.64895	 -8.5553	 -34.3071	 -4.21441	 -10.6006	 -42.3442	 -5.09397	 -13.5539	 -50.0645	 0	 69.0457	 114.876	 160.851	 
0.16	 -2.6183	 -4.76457	 -18.3293	 -3.13075	 -6.64745	 -26.233	 -3.64895	 -8.55532	 -34.307	 -4.21457	 -10.6011	 -42.344	 -5.09397	 -13.5539	 -50.0645	 0	 69.0908	 114.949	 160.938	 
0.162	 -2.61832	 -4.76467	 -18.3292	 -3.13077	 -6.64753	 -26.233	 -3.64895	 -8.55533	 -34.307	 -4.21474	 -10.6016	 -42.3438	 -5.09397	 -13.5539	 -50.0645	 0	 69.1345	 115.02	 161.022	 
0.164	 -2.61835	 -4.76478	 -18.3291	 -3.13079	 -6.64761	 -26.2329	 -3.64895	 -8.55535	 -34.3069	 -4.2149	 -10.6021	 -42.3436	 -5.09397	 -13.5539	 -50.0645	 0	 69.1749	 115.086	 161.1	 
0.166	 -2.61838	 -4.76489	 -18.329	 -3.13081	 -6.6477	 -26.2328	 -3.64894	 -8.55537	 -34.3068	 -4.21507	 -10.6026	 -42.3434	 -5.09397	 -13.5539	 -50.0645	 0	 69.2118	 115.146	 161.171	 
0.168	 -2.61841	 -4.765	 -18.3289	 -3.13083	 -6.64778	 -26.2327	 -3.64894	 -8.55539	 -34.3068	 -4.21524	 -10.6031	 -42.3432	 -5.09397	 -13.5539	 -50.0645	 0	 69.2457	 115.202	 161.238	 
0.17	 -2.61845	 -4.76511	 -18.3288	 -3.13085	 -6.64787	 -26.2326	 -3.64894	 -8.55541	 -34.3067	 -4.21541	 -10.6036	 -42.343	 -5.09397	 -13.5539	 -50.0645	 0	 69.2781	 115.256	 161.302	 
0.172	 -2.61848	 -4.76522	 -18.3287	 -3.13087	 -6.64795	 -26.2325	 -3.64894	 -8.55543	 -34.3066	 -4.21558	 -10.6041	 -42.3428	 -5.09397	 -13.5539	 -50.0645	 0	 69.3107	 115.311	 161.367	 
0.174	 -2.61851	 -4.76534	 -18.3286	 -3.1309	 -6.64804	 -26.2324	 -3.64894	 -8.55545	 -34.3065	 -4.21576	 -10.6047	 -42.3425	 -5.09397	 -13.5539	 -50.0645	 0	 69.3448	 115.367	 161.434	 
0.176	 -2.61854	 -4.76545	 -18.3285	 -3.13092	 -6.64813	 -26.2323	 -3.64894	 -8.55547	 -34.3065	 -4.21593	 -10.6052	 -42.3423	 -5.09397	 -13.5539	 -50.0645	 0	 69.3808	 115.427	 161.505	 
0.178	 -2.61857	 -4.76557	 -18.3284	 -3.13094	 -6.64822	 -26.2322	 -3.64894	 -8.55549	 -34.3064	 -4.21611	 -10.6057	 -42.3421	 -5.09397	 -13.5539	 -50.0645	 0	 69.4187	 115.489	 161.58	 
0.18	 -2.6186	 -4.76569	 -18.3283	 -3.13096	 -6.64831	 -26.2321	 -3.64893	 -8.55551	 -34.3063	 -4.21628	 -10.6063	 -42.3419	 -5.09397	 -13.5539	 -50.0645	 0	 69.4577	 115.553	 161.656	 
0.182	 -2.61864	 -4.76581	 -18.3282	 -3.13099	 -6.6484	 -26.232	 -3.64893	 -8.55553	 -34.3062	 -4.21646	 -10.6068	 -42.3417	 -5.09397	 -13.5539	 -50.0645	 0	 69.4968	 115.617	 161.733	 
0.184	 -2.61867	 -4.76593	 -18.3281	 -3.13101	 -6.64849	 -26.232	 -3.64893	 -8.55556	 -34.3062	 -4.21664	 -10.6073	 -42.3414	 -5.09397	 -13.5539	 -50.0645	 0	 69.5351	 115.68	 161.807	 
0.186	 -2.6187	 -4.76605	 -18.3279	 -3.13103	 -6.64859	 -26.2319	 -3.64893	 -8.55558	 -34.3061	 -4.21682	 -10.6079	 -42.3412	 -5.09397	 -13.5539	 -50.0645	 0	 69.572	 115.74	 161.88	 
0.188	 -2.61874	 -4.76617	 -18.3278	 -3.13106	 -6.64868	 -26.2318	 -3.64893	 -8.5556	 -34.306	 -4.217	 -10.6084	 -42.341	 -5.09397	 -13.5539	 -50.0645	 0	 69.6073	 115.799	 161.949	 
0.19	 -2.61877	 -4.76629	 -18.3277	 -3.13108	 -6.64878	 -26.2317	 -3.64893	 -8.55563	 -34.3059	 -4.21718	 -10.609	 -42.3408	 -5.09397	 -13.5539	 -50.0645	 0	 69.6414	 115.855	 162.016	 
0.192	 -2.61881	 -4.76642	 -18.3276	 -3.1311	 -6.64887	 -26.2316	 -3.64893	 -8.55565	 -34.3058	 -4.21737	 -10.6095	 -42.3405	 -5.09397	 -13.5539	 -50.0646	 0	 69.6748	 115.91	 162.082	 
0.194	 -2.61884	 -4.76655	 -18.3275	 -3.13113	 -6.64897	 -26.2315	 -3.64893	 -8.55568	 -34.3058	 -4.21755	 -10.6101	 -42.3403	 -5.09398	 -13.5539	 -50.0646	 0	 69.7082	 115.965	 162.149	 
0.196	 -2.61888	 -4.76667	 -18.3274	 -3.13115	 -6.64907	 -26.2314	 -3.64893	 -8.5557	 -34.3057	 -4.21774	 -10.6106	 -42.3401	 -5.09398	 -13.5539	 -50.0646	 0	 69.742	 116.021	 162.216	 
0.198	 -2.61891	 -4.7668	 -18.3272	 -3.13118	 -6.64917	 -26.2313	 -3.64893	 -8.55573	 -34.3056	 -4.21793	 -10.6112	 -42.3399	 -5.09398	 -13.5539	 -50.0646	 0	 69.7764	 116.078	 162.284	 
0.2	 -2.61895	 -4.76693	 -18.3271	 -3.1312	 -6.64927	 -26.2312	 -3.64892	 -8.55576	 -34.3055	 -4.21811	 -10.6118	 -42.3396	 -5.09398	 -13.5539	 -50.0646	 0	 69.8113	 116.135	 162.353	 
0.202	 -2.61898	 -4.76707	 -18.327	 -3.13123	 -6.64937	 -26.2311	 -3.64892	 -8.55578	 -34.3054	 -4.2183	 -10.6123	 -42.3394	 -5.09398	 -13.5539	 -50.0646	 0	 69.8465	 116.193	 162.423	 
0.204	 -2.61902	 -4.7672	 -18.3269	 -3.13125	 -6.64947	 -26.231	 -3.64892	 -8.55581	 -34.3054	 -4.21849	 -10.6129	 -42.3392	 -5.09398	 -13.5539	 -50.0646	 0	 69.8815	 116.25	 162.492	 
0.206	 -2.61906	 -4.76733	 -18.3268	 -3.13128	 -6.64957	 -26.2309	 -3.64892	 -8.55584	 -34.3053	 -4.21868	 -10.6135	 -42.3389	 -5.09398	 -13.5539	 -50.0646	 0	 69.916	 116.307	 162.56	 
0.208	 -2.61909	 -4.76747	 -18.3266	 -3.13131	 -6.64968	 -26.2308	 -3.64892	 -8.55587	 -34.3052	 -4.21887	 -10.6141	 -42.3387	 -5.09398	 -13.5539	 -50.0646	 0	 69.9498	 116.362	 162.627	 
0.21	 -2.61913	 -4.7676	 -18.3265	 -3.13133	 -6.64978	 -26.2307	 -3.64892	 -8.5559	 -34.3051	 -4.21907	 -10.6146	 -42.3384	 -5.09398	 -13.5539	 -50.0646	 0	 69.9829	 116.417	 162.693	 
0.212	 -2.61917	 -4.76774	 -18.3264	 -3.13136	 -6.64989	 -26.2306	 -3.64892	 -8.55593	 -34.305	 -4.21926	 -10.6152	 -42.3382	 -5.09398	 -13.5539	 -50.0646	 0	 70.0153	 116.47	 162.757	 
