Time	 Node0px 	 Node0py 	 Node0pz 	 Node1px 	 Node1py 	 Node1pz 	 Node2px 	 Node2py 	 Node2pz 	 Seg1Te 	 Seg2Te 	 
0	 -5.09397	 -13.5539	 -50.0641	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 69.1868	 69.1871	 
0.002	 -5.09397	 -13.5539	 -50.0641	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 69.1858	 69.1859	 
0.004	 -5.09397	 -13.5539	 -50.0641	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 69.1859	 69.1827	 
0.006	 -5.09397	 -13.5539	 -50.0641	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 69.2204	 69.197	 
0.008	 -5.09397	 -13.5539	 -50.0641	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 69.3376	 69.285	 
0.01	 -5.09397	 -13.5539	 -50.0641	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 69.5744	 69.503	 
0.012	 -5.09397	 -13.5539	 -50.0641	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 69.9509	 69.8755	 
0.014	 -5.09397	 -13.5539	 -50.0641	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 70.4648	 70.3974	 
0.016	 -5.09397	 -13.5539	 -50.0641	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 71.0918	 71.0416	 
0.018	 -5.09397	 -13.5539	 -50.0641	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 71.7949	 71.7662	 
0.02	 -5.09397	 -13.5539	 -50.0641	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 72.5351	 72.5261	 
0.022	 -5.09397	 -13.5539	 -50.0641	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 73.2812	 73.2855	 
0.024	 -5.09397	 -13.5539	 -50.0641	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 74.0144	 74.0243	 
0.026	 -5.09397	 -13.5539	 -50.0641	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 74.7298	 74.7384	 
0.028	 -5.09397	 -13.5539	 -50.0641	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 75.4322	 75.4357	 
0.03	 -5.09397	 -13.5539	 -50.0641	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 76.1301	 76.1282	 
0.032	 -5.09397	 -13.5539	 -50.0641	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 76.8295	 76.8252	 
0.034	 -5.09397	 -13.5539	 -50.0641	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 77.5297	 77.5275	 
0.036	 -5.09397	 -13.5539	 -50.0641	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 78.2215	 78.226	 
0.038	 -5.09397	 -13.5539	 -50.0641	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 78.8887	 78.903	 
0.04	 -5.09397	 -13.5539	 -50.0641	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 79.5116	 79.5364	 
0.042	 -5.09397	 -13.5539	 -50.0641	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 80.071	 80.1051	 
0.044	 -5.09397	 -13.5539	 -50.0642	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 80.5521	 80.5924	 
0.046	 -5.09397	 -13.5539	 -50.0642	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 80.9458	 80.9888	 
0.048	 -5.09397	 -13.5539	 -50.0642	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 81.2492	 81.292	 
0.05	 -5.09397	 -13.5539	 -50.0642	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 81.464	 81.5048	 
0.052	 -5.09397	 -13.5539	 -50.0642	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 81.594	 81.6323	 
0.054	 -5.09397	 -13.5539	 -50.0642	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 81.6429	 81.6794	 
0.056	 -5.09397	 -13.5539	 -50.0642	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 81.6124	 81.6485	 
0.058	 -5.09397	 -13.5539	 -50.0642	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 81.5023	 81.5392	 
0.06	 -5.09397	 -13.5539	 -50.0642	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 81.3106	 81.3489	 
0.062	 -5.09397	 -13.5539	 -50.0642	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 81.0349	 81.0745	 
0.064	 -5.09397	 -13.5539	 -50.0642	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 80.674	 80.7139	 
0.066	 -5.09397	 -13.5539	 -50.0642	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 80.2292	 80.2679	 
0.068	 -5.09397	 -13.5539	 -50.0642	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 79.7046	 79.7406	 
0.07	 -5.09397	 -13.5539	 -50.0642	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 79.1073	 79.1391	 
0.072	 -5.09397	 -13.5539	 -50.0642	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 78.4461	 78.4731	 
0.074	 -5.09397	 -13.5539	 -50.0642	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 77.7314	 77.7532	 
0.076	 -5.09397	 -13.5539	 -50.0642	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 76.9731	 76.99	 
0.078	 -5.09397	 -13.5539	 -50.0642	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 76.1808	 76.1933	 
0.08	 -5.09397	 -13.5539	 -50.0642	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 75.3632	 75.3717	 
0.082	 -5.09397	 -13.5539	 -50.0642	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 74.5284	 74.5332	 
0.084	 -5.09397	 -13.5539	 -50.0643	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 73.684	 73.6852	 
0.086	 -5.09397	 -13.5539	 -50.0643	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 72.838	 72.8354	 
0.088	 -5.09397	 -13.5539	 -50.0643	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 71.9989	 71.9921	 
0.09	 -5.09397	 -13.5539	 -50.0643	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 71.1758	 71.1645	 
0.092	 -5.09397	 -13.5539	 -50.0643	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 70.3783	 70.3622	 
0.094	 -5.09397	 -13.5539	 -50.0643	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 69.616	 69.5952	 
0.096	 -5.09397	 -13.5539	 -50.0643	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 68.8982	 68.873	 
0.098	 -5.09397	 -13.5539	 -50.0643	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 68.2334	 68.2043	 
0.1	 -5.09397	 -13.5539	 -50.0643	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 67.6289	 67.5965	 
0.102	 -5.09397	 -13.5539	 -50.0643	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 67.0908	 67.0558	 
0.104	 -5.09397	 -13.5539	 -50.0643	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 66.6243	 66.5872	 
0.106	 -5.09397	 -13.5539	 -50.0643	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 66.2332	 66.1944	 
0.108	 -5.09397	 -13.5539	 -50.0643	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 65.9207	 65.8807	 
0.11	 -5.09397	 -13.5539	 -50.0643	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 65.6893	 65.6482	 
0.112	 -5.09397	 -13.5539	 -50.0643	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 65.5406	 65.4988	 
0.114	 -5.09397	 -13.5539	 -50.0643	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 65.4756	 65.4336	 
0.116	 -5.09397	 -13.5539	 -50.0644	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 65.4946	 65.4527	 
0.118	 -5.09397	 -13.5539	 -50.0644	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 65.5966	 65.5553	 
0.12	 -5.09397	 -13.5539	 -50.0644	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 65.7798	 65.7397	 
0.122	 -5.09397	 -13.5539	 -50.0644	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 66.0411	 66.0028	 
0.124	 -5.09397	 -13.5539	 -50.0644	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 66.3766	 66.3405	 
0.126	 -5.09397	 -13.5539	 -50.0644	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 66.781	 66.7476	 
0.128	 -5.09397	 -13.5539	 -50.0644	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 67.2486	 67.2182	 
0.13	 -5.09397	 -13.5539	 -50.0644	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 67.7727	 67.7456	 
0.132	 -5.09397	 -13.5539	 -50.0644	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 68.3462	 68.3227	 
0.134	 -5.09397	 -13.5539	 -50.0644	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 68.9616	 68.9418	 
0.136	 -5.09397	 -13.5539	 -50.0644	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 69.611	 69.5951	 
0.138	 -5.09397	 -13.5539	 -50.0644	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 70.2862	 70.2743	 
0.14	 -5.09397	 -13.5539	 -50.0644	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 70.9788	 70.971	 
0.142	 -5.09397	 -13.5539	 -50.0644	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 71.6801	 71.6766	 
0.144	 -5.09397	 -13.5539	 -50.0644	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 72.3815	 72.3822	 
0.146	 -5.09397	 -13.5539	 -50.0644	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 73.0742	 73.0791	 
0.148	 -5.09397	 -13.5539	 -50.0644	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 73.7495	 73.7585	 
0.15	 -5.09397	 -13.5539	 -50.0644	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 74.3991	 74.4121	 
0.152	 -5.09397	 -13.5539	 -50.0645	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 75.0151	 75.0319	 
0.154	 -5.09397	 -13.5539	 -50.0645	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 75.59	 75.6102	 
0.156	 -5.09397	 -13.5539	 -50.0645	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 76.1168	 76.1402	 
0.158	 -5.09397	 -13.5539	 -50.0645	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 76.5893	 76.6155	 
0.16	 -5.09397	 -13.5539	 -50.0645	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 77.0021	 77.0308	 
0.162	 -5.09397	 -13.5539	 -50.0645	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 77.3503	 77.3811	 
0.164	 -5.09397	 -13.5539	 -50.0645	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 77.63	 77.6625	 
0.166	 -5.09397	 -13.5539	 -50.0645	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 77.838	 77.8718	 
0.168	 -5.09397	 -13.5539	 -50.0645	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 77.9721	 78.0068	 
0.17	 -5.09397	 -13.5539	 -50.0645	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 78.0309	 78.0661	 
0.172	 -5.09397	 -13.5539	 -50.0645	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 78.0139	 78.049	 
0.174	 -5.09397	 -13.5539	 -50.0645	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 77.9215	 77.9562	 
0.176	 -5.09397	 -13.5539	 -50.0645	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 77.7551	 77.789	 
0.178	 -5.09397	 -13.5539	 -50.0645	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 77.5171	 77.5496	 
0.18	 -5.09397	 -13.5539	 -50.0645	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 77.2105	 77.2412	 
0.182	 -5.09397	 -13.5539	 -50.0645	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 76.8392	 76.8679	 
0.184	 -5.09397	 -13.5539	 -50.0645	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 76.4081	 76.4343	 
0.186	 -5.09397	 -13.5539	 -50.0645	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 75.9225	 75.9459	 
0.188	 -5.09397	 -13.5539	 -50.0645	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 75.3884	 75.4087	 
0.19	 -5.09397	 -13.5539	 -50.0645	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 74.8123	 74.8294	 
0.192	 -5.09397	 -13.5539	 -50.0646	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 74.2014	 74.215	 
0.194	 -5.09398	 -13.5539	 -50.0646	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 73.563	 73.5729	 
0.196	 -5.09398	 -13.5539	 -50.0646	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 72.9048	 72.911	 
0.198	 -5.09398	 -13.5539	 -50.0646	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 72.2347	 72.237	 
0.2	 -5.09398	 -13.5539	 -50.0646	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 71.5607	 71.5592	 
0.202	 -5.09398	 -13.5539	 -50.0646	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 70.8909	 70.8855	 
0.204	 -5.09398	 -13.5539	 -50.0646	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 70.2331	 70.2239	 
0.206	 -5.09398	 -13.5539	 -50.0646	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 69.5952	 69.5823	 
0.208	 -5.09398	 -13.5539	 -50.0646	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 68.9845	 68.9681	 
0.21	 -5.09398	 -13.5539	 -50.0646	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 68.4082	 68.3884	 
0.212	 -5.09398	 -13.5539	 -50.0646	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 67.8728	 67.85	 
0.214	 -5.09398	 -13.5539	 -50.0646	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 67.3846	 67.3589	 
0.216	 -5.09398	 -13.5539	 -50.0646	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 66.9489	 66.9208	 
0.218	 -5.09398	 -13.5539	 -50.0646	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 66.5707	 66.5404	 
0.22	 -5.09398	 -13.5539	 -50.0646	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 66.2541	 66.222	 
0.222	 -5.09398	 -13.5539	 -50.0646	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 66.0025	 65.969	 
0.224	 -5.09398	 -13.5539	 -50.0646	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 65.8185	 65.7839	 
0.226	 -5.09398	 -13.5539	 -50.0646	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 65.7038	 65.6685	 
0.228	 -5.09398	 -13.5539	 -50.0646	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 65.6593	 65.6238	 
0.23	 -5.09398	 -13.5539	 -50.0646	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 65.6852	 65.6498	 
0.232	 -5.09398	 -13.5539	 -50.0646	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 65.7806	 65.7459	 
0.234	 -5.09398	 -13.5539	 -50.0646	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 65.9441	 65.9103	 
0.236	 -5.09398	 -13.5539	 -50.0646	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 66.1731	 66.1407	 
0.238	 -5.09398	 -13.5539	 -50.0646	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 66.4646	 66.4339	 
0.24	 -5.09398	 -13.5539	 -50.0646	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 66.8146	 66.7859	 
0.242	 -5.09398	 -13.5539	 -50.0646	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 67.2186	 67.1923	 
0.244	 -5.09398	 -13.5539	 -50.0646	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 67.6714	 67.6477	 
0.246	 -5.09398	 -13.5539	 -50.0646	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 68.1672	 68.1464	 
0.248	 -5.09398	 -13.5539	 -50.0646	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 68.6998	 68.6821	 
0.25	 -5.09398	 -13.5539	 -50.0646	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 69.2626	 69.2482	 
0.252	 -5.09398	 -13.5539	 -50.0646	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 69.8487	 69.8377	 
0.254	 -5.09398	 -13.5539	 -50.0646	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 70.4508	 70.4434	 
0.256	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 71.0617	 71.0578	 
0.258	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 71.6739	 71.6736	 
0.26	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 72.28	 72.2833	 
0.262	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 72.8729	 72.8796	 
0.264	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 73.4454	 73.4555	 
0.266	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 73.9908	 74.004	 
0.268	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 74.5027	 74.5189	 
0.27	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 74.9751	 74.9941	 
0.272	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 75.4025	 75.424	 
0.274	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 75.7802	 75.8039	 
0.276	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 76.1037	 76.1293	 
0.278	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 76.3696	 76.3968	 
0.28	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 76.5749	 76.6033	 
0.282	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 76.7175	 76.7468	 
0.284	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 76.7961	 76.8258	 
0.286	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 76.8099	 76.8398	 
0.288	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 76.7593	 76.7889	 
0.29	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 76.6451	 76.674	 
0.292	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 76.4691	 76.497	 
0.294	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 76.2337	 76.2602	 
0.296	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 75.9419	 75.9668	 
0.298	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 75.5976	 75.6205	 
0.3	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 75.2052	 75.2259	 
0.302	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 74.7696	 74.7877	 
0.304	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 74.2962	 74.3116	 
0.306	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 73.7909	 73.8034	 
0.308	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 73.2598	 73.2693	 
0.31	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 72.7095	 72.7157	 
0.312	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 72.1464	 72.1494	 
0.314	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 71.5775	 71.5772	 
0.316	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 71.0094	 71.0059	 
0.318	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 70.449	 70.4422	 
0.32	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 69.9028	 69.8929	 
0.322	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 69.3772	 69.3643	 
0.324	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 68.8783	 68.8625	 
0.326	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 68.4119	 68.3934	 
0.328	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 67.9832	 67.9622	 
0.33	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 67.5971	 67.5739	 
0.332	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 67.2578	 67.2327	 
0.334	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 66.9692	 66.9425	 
0.336	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 66.7342	 66.7061	 
0.338	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 66.5552	 66.5262	 
0.34	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 66.434	 66.4043	 
0.342	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 66.3716	 66.3416	 
0.344	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 66.3683	 66.3383	 
0.346	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 66.4236	 66.394	 
0.348	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 66.5364	 66.5075	 
0.35	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 66.705	 66.6772	 
0.352	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 66.9268	 66.9003	 
0.354	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 67.1988	 67.174	 
0.356	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 67.5173	 67.4944	 
0.358	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 67.8781	 67.8574	 
0.36	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 68.2765	 68.2581	 
0.362	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 68.7073	 68.6915	 
0.364	 -5.09398	 -13.5539	 -50.0647	 -8.29695	 -23.0269	 -50.0008	 -11.5	 -32.5	 -50	 69.165	 69.152	 
