Time	 Node0px 	 Node0py 	 Node0pz 	 Node1px 	 Node1py 	 Node1pz 	 Seg1Te 	 
0	 -2.5	 -4.33	 -16.6	 -2.61714	 -4.76037	 -18.334	 0	 
0.002	 -2.5	 -4.33	 -16.6	 -2.61714	 -4.76037	 -18.334	 0	 
0.004	 -2.5	 -4.33	 -16.6	 -2.61714	 -4.76037	 -18.334	 0	 
0.006	 -2.5	 -4.33	 -16.6	 -2.61714	 -4.76037	 -18.334	 0	 
0.008	 -2.5	 -4.33	 -16.6	 -2.61714	 -4.76037	 -18.334	 0	 
0.01	 -2.5	 -4.33	 -16.6	 -2.61714	 -4.76037	 -18.3339	 0	 
0.012	 -2.5	 -4.33	 -16.6	 -2.61714	 -4.76038	 -18.3339	 0	 
0.014	 -2.5	 -4.33	 -16.6	 -2.61715	 -4.76038	 -18.3339	 0	 
0.016	 -2.5	 -4.33	 -16.6	 -2.61715	 -4.76039	 -18.3339	 0	 
0.018	 -2.5	 -4.33	 -16.6	 -2.61715	 -4.7604	 -18.3339	 0	 
0.02	 -2.5	 -4.33	 -16.6	 -2.61715	 -4.76041	 -18.3339	 0	 
0.022	 -2.5	 -4.33	 -16.6	 -2.61716	 -4.76043	 -18.3338	 0	 
0.024	 -2.5	 -4.33	 -16.6	 -2.61716	 -4.76044	 -18.3338	 0	 
0.026	 -2.5	 -4.33	 -16.6	 -2.61717	 -4.76046	 -18.3338	 0	 
0.028	 -2.5	 -4.33	 -16.6	 -2.61717	 -4.76047	 -18.3338	 0	 
0.03	 -2.5	 -4.33	 -16.6	 -2.61717	 -4.76049	 -18.3337	 0	 
0.032	 -2.5	 -4.33	 -16.6	 -2.61718	 -4.76051	 -18.3337	 0	 
0.034	 -2.5	 -4.33	 -16.6	 -2.61719	 -4.76053	 -18.3337	 0	 
0.036	 -2.5	 -4.33	 -16.6	 -2.61719	 -4.76055	 -18.3336	 0	 
0.038	 -2.5	 -4.33	 -16.6	 -2.6172	 -4.76058	 -18.3336	 0	 
0.04	 -2.5	 -4.33	 -16.6	 -2.6172	 -4.7606	 -18.3336	 0	 
0.042	 -2.5	 -4.33	 -16.6	 -2.61721	 -4.76063	 -18.3335	 0	 
0.044	 -2.5	 -4.33	 -16.6	 -2.61722	 -4.76065	 -18.3335	 0	 
0.046	 -2.5	 -4.33	 -16.6	 -2.61723	 -4.76068	 -18.3335	 0	 
0.048	 -2.5	 -4.33	 -16.6	 -2.61724	 -4.76071	 -18.3334	 0	 
0.05	 -2.5	 -4.33	 -16.6	 -2.61724	 -4.76075	 -18.3334	 0	 
0.052	 -2.5	 -4.33	 -16.6	 -2.61725	 -4.76078	 -18.3333	 0	 
0.054	 -2.5	 -4.33	 -16.6	 -2.61726	 -4.76081	 -18.3333	 0	 
0.056	 -2.5	 -4.33	 -16.6	 -2.61727	 -4.76085	 -18.3333	 0	 
0.058	 -2.5	 -4.33	 -16.6	 -2.61728	 -4.76089	 -18.3332	 0	 
0.06	 -2.5	 -4.33	 -16.6	 -2.61729	 -4.76092	 -18.3332	 0	 
0.062	 -2.5	 -4.33	 -16.6	 -2.61731	 -4.76096	 -18.3331	 0	 
0.064	 -2.5	 -4.33	 -16.6	 -2.61732	 -4.76101	 -18.3331	 0	 
0.066	 -2.5	 -4.33	 -16.6	 -2.61733	 -4.76105	 -18.333	 0	 
0.068	 -2.5	 -4.33	 -16.6	 -2.61734	 -4.76109	 -18.333	 0	 
0.07	 -2.5	 -4.33	 -16.6	 -2.61735	 -4.76114	 -18.3329	 0	 
0.072	 -2.5	 -4.33	 -16.6	 -2.61737	 -4.76118	 -18.3329	 0	 
0.074	 -2.5	 -4.33	 -16.6	 -2.61738	 -4.76123	 -18.3328	 0	 
0.076	 -2.5	 -4.33	 -16.6	 -2.61739	 -4.76128	 -18.3327	 0	 
0.078	 -2.5	 -4.33	 -16.6	 -2.61741	 -4.76133	 -18.3327	 0	 
0.08	 -2.5	 -4.33	 -16.6	 -2.61742	 -4.76139	 -18.3326	 0	 
0.082	 -2.5	 -4.33	 -16.6	 -2.61744	 -4.76144	 -18.3326	 0	 
0.084	 -2.5	 -4.33	 -16.6	 -2.61745	 -4.76149	 -18.3325	 0	 
0.086	 -2.5	 -4.33	 -16.6	 -2.61747	 -4.76155	 -18.3324	 0	 
0.088	 -2.5	 -4.33	 -16.6	 -2.61748	 -4.76161	 -18.3324	 0	 
0.09	 -2.5	 -4.33	 -16.6	 -2.6175	 -4.76167	 -18.3323	 0	 
0.092	 -2.5	 -4.33	 -16.6	 -2.61751	 -4.76173	 -18.3323	 0	 
0.094	 -2.5	 -4.33	 -16.6	 -2.61753	 -4.76179	 -18.3322	 0	 
0.096	 -2.5	 -4.33	 -16.6	 -2.61755	 -4.76185	 -18.3321	 0	 
0.098	 -2.5	 -4.33	 -16.6	 -2.61757	 -4.76192	 -18.332	 0	 
0.1	 -2.5	 -4.33	 -16.6	 -2.61758	 -4.76198	 -18.332	 0	 
0.102	 -2.5	 -4.33	 -16.6	 -2.6176	 -4.76205	 -18.3319	 0	 
0.104	 -2.5	 -4.33	 -16.6	 -2.61762	 -4.76212	 -18.3318	 0	 
0.106	 -2.5	 -4.33	 -16.6	 -2.61764	 -4.76219	 -18.3318	 0	 
0.108	 -2.5	 -4.33	 -16.6	 -2.61766	 -4.76226	 -18.3317	 0	 
0.11	 -2.5	 -4.33	 -16.6	 -2.61768	 -4.76233	 -18.3316	 0	 
0.112	 -2.5	 -4.33	 -16.6	 -2.6177	 -4.7624	 -18.3315	 0	 
0.114	 -2.5	 -4.33	 -16.6	 -2.61772	 -4.76248	 -18.3314	 0	 
0.116	 -2.5	 -4.33	 -16.6	 -2.61774	 -4.76255	 -18.3314	 0	 
0.118	 -2.5	 -4.33	 -16.6	 -2.61776	 -4.76263	 -18.3313	 0	 
0.12	 -2.5	 -4.33	 -16.6	 -2.61779	 -4.76271	 -18.3312	 0	 
0.122	 -2.5	 -4.33	 -16.6	 -2.61781	 -4.76279	 -18.3311	 0	 
0.124	 -2.5	 -4.33	 -16.6	 -2.61783	 -4.76287	 -18.331	 0	 
0.126	 -2.5	 -4.33	 -16.6	 -2.61785	 -4.76296	 -18.3309	 0	 
0.128	 -2.5	 -4.33	 -16.6	 -2.61788	 -4.76304	 -18.3309	 0	 
0.13	 -2.5	 -4.33	 -16.6	 -2.6179	 -4.76313	 -18.3308	 0	 
0.132	 -2.5	 -4.33	 -16.6	 -2.61792	 -4.76321	 -18.3307	 0	 
0.134	 -2.5	 -4.33	 -16.6	 -2.61795	 -4.7633	 -18.3306	 0	 
0.136	 -2.5	 -4.33	 -16.6	 -2.61797	 -4.76339	 -18.3305	 0	 
0.138	 -2.5	 -4.33	 -16.6	 -2.618	 -4.76348	 -18.3304	 0	 
0.14	 -2.5	 -4.33	 -16.6	 -2.61802	 -4.76357	 -18.3303	 0	 
0.142	 -2.5	 -4.33	 -16.6	 -2.61805	 -4.76367	 -18.3302	 0	 
0.144	 -2.5	 -4.33	 -16.6	 -2.61807	 -4.76376	 -18.3301	 0	 
0.146	 -2.5	 -4.33	 -16.6	 -2.6181	 -4.76386	 -18.33	 0	 
0.148	 -2.5	 -4.33	 -16.6	 -2.61813	 -4.76395	 -18.3299	 0	 
0.15	 -2.5	 -4.33	 -16.6	 -2.61815	 -4.76405	 -18.3298	 0	 
0.152	 -2.5	 -4.33	 -16.6	 -2.61818	 -4.76415	 -18.3297	 0	 
0.154	 -2.5	 -4.33	 -16.6	 -2.61821	 -4.76425	 -18.3296	 0	 
0.156	 -2.5	 -4.33	 -16.6	 -2.61824	 -4.76436	 -18.3295	 0	 
0.158	 -2.5	 -4.33	 -16.6	 -2.61827	 -4.76446	 -18.3294	 0	 
0.16	 -2.5	 -4.33	 -16.6	 -2.6183	 -4.76457	 -18.3293	 0	 
0.162	 -2.5	 -4.33	 -16.6	 -2.61832	 -4.76467	 -18.3292	 0	 
0.164	 -2.5	 -4.33	 -16.6	 -2.61835	 -4.76478	 -18.3291	 0	 
0.166	 -2.5	 -4.33	 -16.6	 -2.61838	 -4.76489	 -18.329	 0	 
0.168	 -2.5	 -4.33	 -16.6	 -2.61841	 -4.765	 -18.3289	 0	 
0.17	 -2.5	 -4.33	 -16.6	 -2.61845	 -4.76511	 -18.3288	 0	 
0.172	 -2.5	 -4.33	 -16.6	 -2.61848	 -4.76522	 -18.3287	 0	 
0.174	 -2.5	 -4.33	 -16.6	 -2.61851	 -4.76534	 -18.3286	 0	 
0.176	 -2.5	 -4.33	 -16.6	 -2.61854	 -4.76545	 -18.3285	 0	 
0.178	 -2.5	 -4.33	 -16.6	 -2.61857	 -4.76557	 -18.3284	 0	 
0.18	 -2.5	 -4.33	 -16.6	 -2.6186	 -4.76569	 -18.3283	 0	 
0.182	 -2.5	 -4.33	 -16.6	 -2.61864	 -4.76581	 -18.3282	 0	 
0.184	 -2.5	 -4.33	 -16.6	 -2.61867	 -4.76593	 -18.3281	 0	 
0.186	 -2.5	 -4.33	 -16.6	 -2.6187	 -4.76605	 -18.3279	 0	 
0.188	 -2.5	 -4.33	 -16.6	 -2.61874	 -4.76617	 -18.3278	 0	 
0.19	 -2.5	 -4.33	 -16.6	 -2.61877	 -4.76629	 -18.3277	 0	 
0.192	 -2.5	 -4.33	 -16.6	 -2.61881	 -4.76642	 -18.3276	 0	 
0.194	 -2.5	 -4.33	 -16.6	 -2.61884	 -4.76655	 -18.3275	 0	 
0.196	 -2.5	 -4.33	 -16.6	 -2.61888	 -4.76667	 -18.3274	 0	 
0.198	 -2.5	 -4.33	 -16.6	 -2.61891	 -4.7668	 -18.3272	 0	 
0.2	 -2.5	 -4.33	 -16.6	 -2.61895	 -4.76693	 -18.3271	 0	 
0.202	 -2.5	 -4.33	 -16.6	 -2.61898	 -4.76707	 -18.327	 0	 
0.204	 -2.5	 -4.33	 -16.6	 -2.61902	 -4.7672	 -18.3269	 0	 
0.206	 -2.5	 -4.33	 -16.6	 -2.61906	 -4.76733	 -18.3268	 0	 
0.208	 -2.5	 -4.33	 -16.6	 -2.61909	 -4.76747	 -18.3266	 0	 
0.21	 -2.5	 -4.33	 -16.6	 -2.61913	 -4.7676	 -18.3265	 0	 
0.212	 -2.5	 -4.33	 -16.6	 -2.61917	 -4.76774	 -18.3264	 0	 
0.214	 -2.5	 -4.33	 -16.6	 -2.61921	 -4.76788	 -18.3263	 0	 
0.216	 -2.5	 -4.33	 -16.6	 -2.61925	 -4.76802	 -18.3262	 0	 
0.218	 -2.5	 -4.33	 -16.6	 -2.61928	 -4.76816	 -18.326	 0	 
0.22	 -2.5	 -4.33	 -16.6	 -2.61932	 -4.76831	 -18.3259	 0	 
0.222	 -2.5	 -4.33	 -16.6	 -2.61936	 -4.76845	 -18.3258	 0	 
0.224	 -2.5	 -4.33	 -16.6	 -2.6194	 -4.76859	 -18.3257	 0	 
0.226	 -2.5	 -4.33	 -16.6	 -2.61944	 -4.76874	 -18.3255	 0	 
0.228	 -2.5	 -4.33	 -16.6	 -2.61948	 -4.76889	 -18.3254	 0	 
0.23	 -2.5	 -4.33	 -16.6	 -2.61952	 -4.76904	 -18.3253	 0	 
0.232	 -2.5	 -4.33	 -16.6	 -2.61957	 -4.76919	 -18.3251	 0	 
0.234	 -2.5	 -4.33	 -16.6	 -2.61961	 -4.76934	 -18.325	 0	 
0.236	 -2.5	 -4.33	 -16.6	 -2.61965	 -4.76949	 -18.3249	 0	 
0.238	 -2.5	 -4.33	 -16.6	 -2.61969	 -4.76964	 -18.3247	 0	 
0.24	 -2.5	 -4.33	 -16.6	 -2.61973	 -4.7698	 -18.3246	 0	 
0.242	 -2.5	 -4.33	 -16.6	 -2.61978	 -4.76995	 -18.3245	 0	 
0.244	 -2.5	 -4.33	 -16.6	 -2.61982	 -4.77011	 -18.3244	 0	 
0.246	 -2.5	 -4.33	 -16.6	 -2.61986	 -4.77027	 -18.3242	 0	 
0.248	 -2.5	 -4.33	 -16.6	 -2.61991	 -4.77043	 -18.3241	 0	 
0.25	 -2.5	 -4.33	 -16.6	 -2.61995	 -4.77059	 -18.324	 0	 
0.252	 -2.5	 -4.33	 -16.6	 -2.62	 -4.77075	 -18.3238	 0	 
0.254	 -2.5	 -4.33	 -16.6	 -2.62004	 -4.77091	 -18.3237	 0	 
0.256	 -2.5	 -4.33	 -16.6	 -2.62009	 -4.77107	 -18.3235	 0	 
0.258	 -2.5	 -4.33	 -16.6	 -2.62013	 -4.77124	 -18.3234	 0	 
0.26	 -2.5	 -4.33	 -16.6	 -2.62018	 -4.77141	 -18.3233	 0	 
0.262	 -2.5	 -4.33	 -16.6	 -2.62022	 -4.77157	 -18.3231	 0	 
0.264	 -2.5	 -4.33	 -16.6	 -2.62027	 -4.77174	 -18.323	 0	 
0.266	 -2.5	 -4.33	 -16.6	 -2.62032	 -4.77191	 -18.3229	 0	 
0.268	 -2.5	 -4.33	 -16.6	 -2.62036	 -4.77208	 -18.3227	 0	 
0.27	 -2.5	 -4.33	 -16.6	 -2.62041	 -4.77225	 -18.3226	 0	 
0.272	 -2.5	 -4.33	 -16.6	 -2.62046	 -4.77242	 -18.3224	 0	 
0.274	 -2.5	 -4.33	 -16.6	 -2.6205	 -4.7726	 -18.3223	 0	 
0.276	 -2.5	 -4.33	 -16.6	 -2.62055	 -4.77277	 -18.3222	 0	 
0.278	 -2.5	 -4.33	 -16.6	 -2.6206	 -4.77295	 -18.322	 0	 
0.28	 -2.5	 -4.33	 -16.6	 -2.62065	 -4.77313	 -18.3219	 0	 
0.282	 -2.5	 -4.33	 -16.6	 -2.6207	 -4.7733	 -18.3217	 0	 
0.284	 -2.5	 -4.33	 -16.6	 -2.62075	 -4.77348	 -18.3216	 0	 
0.286	 -2.5	 -4.33	 -16.6	 -2.6208	 -4.77366	 -18.3215	 0	 
0.288	 -2.5	 -4.33	 -16.6	 -2.62085	 -4.77385	 -18.3213	 0	 
0.29	 -2.5	 -4.33	 -16.6	 -2.6209	 -4.77403	 -18.3212	 0	 
0.292	 -2.5	 -4.33	 -16.6	 -2.62095	 -4.77421	 -18.321	 0	 
0.294	 -2.5	 -4.33	 -16.6	 -2.621	 -4.7744	 -18.3209	 0	 
0.296	 -2.5	 -4.33	 -16.6	 -2.62105	 -4.77458	 -18.3207	 0	 
0.298	 -2.5	 -4.33	 -16.6	 -2.6211	 -4.77477	 -18.3206	 0	 
0.3	 -2.5	 -4.33	 -16.6	 -2.62115	 -4.77496	 -18.3205	 0	 
0.302	 -2.5	 -4.33	 -16.6	 -2.62121	 -4.77515	 -18.3203	 0	 
0.304	 -2.5	 -4.33	 -16.6	 -2.62126	 -4.77534	 -18.3202	 0	 
0.306	 -2.5	 -4.33	 -16.6	 -2.62131	 -4.77553	 -18.32	 0	 
0.308	 -2.5	 -4.33	 -16.6	 -2.62136	 -4.77572	 -18.3199	 0	 
0.31	 -2.5	 -4.33	 -16.6	 -2.62142	 -4.77591	 -18.3197	 0	 
0.312	 -2.5	 -4.33	 -16.6	 -2.62147	 -4.77611	 -18.3196	 0	 
0.314	 -2.5	 -4.33	 -16.6	 -2.62152	 -4.7763	 -18.3194	 0	 
0.316	 -2.5	 -4.33	 -16.6	 -2.62158	 -4.7765	 -18.3193	 0	 
0.318	 -2.5	 -4.33	 -16.6	 -2.62163	 -4.77669	 -18.3191	 0	 
0.32	 -2.5	 -4.33	 -16.6	 -2.62169	 -4.77689	 -18.319	 0	 
0.322	 -2.5	 -4.33	 -16.6	 -2.62174	 -4.77709	 -18.3188	 0	 
0.324	 -2.5	 -4.33	 -16.6	 -2.6218	 -4.77729	 -18.3187	 0	 
0.326	 -2.5	 -4.33	 -16.6	 -2.62185	 -4.77749	 -18.3185	 0	 
0.328	 -2.5	 -4.33	 -16.6	 -2.62191	 -4.77769	 -18.3184	 0	 
0.33	 -2.5	 -4.33	 -16.6	 -2.62196	 -4.7779	 -18.3182	 0	 
0.332	 -2.5	 -4.33	 -16.6	 -2.62202	 -4.7781	 -18.3181	 0	 
0.334	 -2.5	 -4.33	 -16.6	 -2.62208	 -4.77831	 -18.3179	 0	 
0.336	 -2.5	 -4.33	 -16.6	 -2.62213	 -4.77851	 -18.3178	 0	 
0.338	 -2.5	 -4.33	 -16.6	 -2.62219	 -4.77872	 -18.3176	 0	 
0.34	 -2.5	 -4.33	 -16.6	 -2.62225	 -4.77893	 -18.3175	 0	 
0.342	 -2.5	 -4.33	 -16.6	 -2.6223	 -4.77914	 -18.3173	 0	 
0.344	 -2.5	 -4.33	 -16.6	 -2.62236	 -4.77935	 -18.3172	 0	 
0.346	 -2.5	 -4.33	 -16.6	 -2.62242	 -4.77956	 -18.317	 0	 
0.348	 -2.5	 -4.33	 -16.6	 -2.62248	 -4.77977	 -18.3169	 0	 
0.35	 -2.5	 -4.33	 -16.6	 -2.62254	 -4.77998	 -18.3167	 0	 
0.352	 -2.5	 -4.33	 -16.6	 -2.62259	 -4.78019	 -18.3166	 0	 
0.354	 -2.5	 -4.33	 -16.6	 -2.62265	 -4.78041	 -18.3164	 0	 
0.356	 -2.5	 -4.33	 -16.6	 -2.62271	 -4.78062	 -18.3163	 0	 
0.358	 -2.5	 -4.33	 -16.6	 -2.62277	 -4.78084	 -18.3161	 0	 
0.36	 -2.5	 -4.33	 -16.6	 -2.62283	 -4.78106	 -18.316	 0	 
0.362	 -2.5	 -4.33	 -16.6	 -2.62289	 -4.78128	 -18.3158	 0	 
0.364	 -2.5	 -4.33	 -16.6	 -2.62295	 -4.7815	 -18.3157	 0	 
0.366	 -2.5	 -4.33	 -16.6	 -2.62301	 -4.78172	 -18.3155	 0	 
0.368	 -2.5	 -4.33	 -16.6	 -2.62307	 -4.78194	 -18.3154	 0	 
0.37	 -2.5	 -4.33	 -16.6	 -2.62314	 -4.78216	 -18.3152	 0	 
0.372	 -2.5	 -4.33	 -16.6	 -2.6232	 -4.78238	 -18.315	 0	 
0.374	 -2.5	 -4.33	 -16.6	 -2.62326	 -4.7826	 -18.3149	 0	 
0.376	 -2.5	 -4.33	 -16.6	 -2.62332	 -4.78283	 -18.3147	 0	 
0.378	 -2.5	 -4.33	 -16.6	 -2.62338	 -4.78305	 -18.3146	 0	 
0.38	 -2.5	 -4.33	 -16.6	 -2.62344	 -4.78328	 -18.3144	 0	 
0.382	 -2.5	 -4.33	 -16.6	 -2.62351	 -4.78351	 -18.3143	 0	 
0.384	 -2.5	 -4.33	 -16.6	 -2.62357	 -4.78374	 -18.3141	 0	 
0.386	 -2.5	 -4.33	 -16.6	 -2.62363	 -4.78396	 -18.314	 0	 
0.388	 -2.5	 -4.33	 -16.6	 -2.6237	 -4.78419	 -18.3138	 0	 
0.39	 -2.5	 -4.33	 -16.6	 -2.62376	 -4.78442	 -18.3136	 0	 
0.392	 -2.5	 -4.33	 -16.6	 -2.62382	 -4.78465	 -18.3135	 0	 
0.394	 -2.5	 -4.33	 -16.6	 -2.62389	 -4.78489	 -18.3133	 0	 
0.396	 -2.5	 -4.33	 -16.6	 -2.62395	 -4.78512	 -18.3132	 0	 
0.398	 -2.5	 -4.33	 -16.6	 -2.62401	 -4.78535	 -18.313	 0	 
0.4	 -2.5	 -4.33	 -16.6	 -2.62408	 -4.78559	 -18.3129	 0	 
0.402	 -2.5	 -4.33	 -16.6	 -2.62414	 -4.78582	 -18.3127	 0	 
0.404	 -2.5	 -4.33	 -16.6	 -2.62421	 -4.78606	 -18.3126	 0	 
0.406	 -2.5	 -4.33	 -16.6	 -2.62427	 -4.7863	 -18.3124	 0	 
0.408	 -2.5	 -4.33	 -16.6	 -2.62434	 -4.78653	 -18.3122	 0	 
0.41	 -2.5	 -4.33	 -16.6	 -2.62441	 -4.78677	 -18.3121	 0	 
0.412	 -2.5	 -4.33	 -16.6	 -2.62447	 -4.78701	 -18.3119	 0	 
0.414	 -2.5	 -4.33	 -16.6	 -2.62454	 -4.78725	 -18.3118	 0	 
0.416	 -2.5	 -4.33	 -16.6	 -2.6246	 -4.78749	 -18.3116	 0	 
0.418	 -2.5	 -4.33	 -16.6	 -2.62467	 -4.78773	 -18.3114	 0	 
0.42	 -2.5	 -4.33	 -16.6	 -2.62474	 -4.78798	 -18.3113	 0	 
0.422	 -2.5	 -4.33	 -16.6	 -2.6248	 -4.78822	 -18.3111	 0	 
0.424	 -2.5	 -4.33	 -16.6	 -2.62487	 -4.78846	 -18.311	 0	 
0.426	 -2.5	 -4.33	 -16.6	 -2.62494	 -4.78871	 -18.3108	 0	 
0.428	 -2.5	 -4.33	 -16.6	 -2.62501	 -4.78895	 -18.3107	 0	 
0.43	 -2.5	 -4.33	 -16.6	 -2.62507	 -4.7892	 -18.3105	 0	 
0.432	 -2.5	 -4.33	 -16.6	 -2.62514	 -4.78945	 -18.3103	 0	 
0.434	 -2.5	 -4.33	 -16.6	 -2.62521	 -4.7897	 -18.3102	 0	 
0.436	 -2.5	 -4.33	 -16.6	 -2.62528	 -4.78994	 -18.31	 0	 
0.438	 -2.5	 -4.33	 -16.6	 -2.62535	 -4.79019	 -18.3099	 0	 
0.44	 -2.5	 -4.33	 -16.6	 -2.62542	 -4.79044	 -18.3097	 0	 
0.442	 -2.5	 -4.33	 -16.6	 -2.62548	 -4.79069	 -18.3095	 0	 
0.444	 -2.5	 -4.33	 -16.6	 -2.62555	 -4.79095	 -18.3094	 0	 
0.446	 -2.5	 -4.33	 -16.6	 -2.62562	 -4.7912	 -18.3092	 0	 
0.448	 -2.5	 -4.33	 -16.6	 -2.62569	 -4.79145	 -18.3091	 0	 
0.45	 -2.5	 -4.33	 -16.6	 -2.62576	 -4.7917	 -18.3089	 0	 
0.452	 -2.5	 -4.33	 -16.6	 -2.62583	 -4.79196	 -18.3087	 0	 
0.454	 -2.5	 -4.33	 -16.6	 -2.6259	 -4.79221	 -18.3086	 0	 
0.456	 -2.5	 -4.33	 -16.6	 -2.62597	 -4.79247	 -18.3084	 0	 
0.458	 -2.5	 -4.33	 -16.6	 -2.62604	 -4.79272	 -18.3083	 0	 
0.46	 -2.5	 -4.33	 -16.6	 -2.62611	 -4.79298	 -18.3081	 0	 
0.462	 -2.5	 -4.33	 -16.6	 -2.62618	 -4.79324	 -18.3079	 0	 
0.464	 -2.5	 -4.33	 -16.6	 -2.62626	 -4.7935	 -18.3078	 0	 
0.466	 -2.5	 -4.33	 -16.6	 -2.62633	 -4.79376	 -18.3076	 0	 
0.468	 -2.5	 -4.33	 -16.6	 -2.6264	 -4.79402	 -18.3075	 0	 
0.47	 -2.5	 -4.33	 -16.6	 -2.62647	 -4.79428	 -18.3073	 0	 
0.472	 -2.5	 -4.33	 -16.6	 -2.62654	 -4.79454	 -18.3071	 0	 
0.474	 -2.5	 -4.33	 -16.6	 -2.62661	 -4.7948	 -18.307	 0	 
0.476	 -2.5	 -4.33	 -16.6	 -2.62669	 -4.79506	 -18.3068	 0	 
0.478	 -2.5	 -4.33	 -16.6	 -2.62676	 -4.79532	 -18.3067	 0	 
0.48	 -2.5	 -4.33	 -16.6	 -2.62683	 -4.79559	 -18.3065	 0	 
0.482	 -2.5	 -4.33	 -16.6	 -2.6269	 -4.79585	 -18.3063	 0	 
0.484	 -2.5	 -4.33	 -16.6	 -2.62698	 -4.79612	 -18.3062	 0	 
0.486	 -2.5	 -4.33	 -16.6	 -2.62705	 -4.79638	 -18.306	 0	 
0.488	 -2.5	 -4.33	 -16.6	 -2.62712	 -4.79665	 -18.3059	 0	 
0.49	 -2.5	 -4.33	 -16.6	 -2.6272	 -4.79691	 -18.3057	 0	 
0.492	 -2.5	 -4.33	 -16.6	 -2.62727	 -4.79718	 -18.3055	 0	 
0.494	 -2.5	 -4.33	 -16.6	 -2.62734	 -4.79745	 -18.3054	 0	 
0.496	 -2.5	 -4.33	 -16.6	 -2.62742	 -4.79772	 -18.3052	 0	 
0.498	 -2.5	 -4.33	 -16.6	 -2.62749	 -4.79799	 -18.3051	 0	 
0.5	 -2.5	 -4.33	 -16.6	 -2.62757	 -4.79826	 -18.3049	 0	 
0.502	 -2.5	 -4.33	 -16.6	 -2.62764	 -4.79853	 -18.3047	 0	 
0.504	 -2.5	 -4.33	 -16.6	 -2.62771	 -4.7988	 -18.3046	 0	 
0.506	 -2.5	 -4.33	 -16.6	 -2.62779	 -4.79907	 -18.3044	 0	 
0.508	 -2.5	 -4.33	 -16.6	 -2.62786	 -4.79934	 -18.3042	 0	 
0.51	 -2.5	 -4.33	 -16.6	 -2.62794	 -4.79961	 -18.3041	 0	 
0.512	 -2.5	 -4.33	 -16.6	 -2.62801	 -4.79989	 -18.3039	 0	 
0.514	 -2.5	 -4.33	 -16.6	 -2.62809	 -4.80016	 -18.3038	 0	 
0.516	 -2.5	 -4.33	 -16.6	 -2.62816	 -4.80043	 -18.3036	 0	 
0.518	 -2.5	 -4.33	 -16.6	 -2.62824	 -4.80071	 -18.3034	 0	 
0.52	 -2.5	 -4.33	 -16.6	 -2.62832	 -4.80098	 -18.3033	 0	 
0.522	 -2.5	 -4.33	 -16.6	 -2.62839	 -4.80126	 -18.3031	 0	 
0.524	 -2.5	 -4.33	 -16.6	 -2.62847	 -4.80154	 -18.303	 0	 
0.526	 -2.5	 -4.33	 -16.6	 -2.62854	 -4.80181	 -18.3028	 0	 
0.528	 -2.5	 -4.33	 -16.6	 -2.62862	 -4.80209	 -18.3026	 0	 
0.53	 -2.5	 -4.33	 -16.6	 -2.6287	 -4.80237	 -18.3025	 0	 
0.532	 -2.5	 -4.33	 -16.6	 -2.62877	 -4.80265	 -18.3023	 0	 
0.534	 -2.5	 -4.33	 -16.6	 -2.62885	 -4.80293	 -18.3021	 0	 
0.536	 -2.5	 -4.33	 -16.6	 -2.62893	 -4.80321	 -18.302	 0	 
0.538	 -2.5	 -4.33	 -16.6	 -2.629	 -4.80349	 -18.3018	 0	 
0.54	 -2.5	 -4.33	 -16.6	 -2.62908	 -4.80377	 -18.3017	 0	 
0.542	 -2.5	 -4.33	 -16.6	 -2.62916	 -4.80405	 -18.3015	 0	 
0.544	 -2.5	 -4.33	 -16.6	 -2.62924	 -4.80433	 -18.3013	 0	 
0.546	 -2.5	 -4.33	 -16.6	 -2.62931	 -4.80461	 -18.3012	 0	 
0.548	 -2.5	 -4.33	 -16.6	 -2.62939	 -4.80489	 -18.301	 0	 
0.55	 -2.5	 -4.33	 -16.6	 -2.62947	 -4.80518	 -18.3009	 0	 
0.552	 -2.5	 -4.33	 -16.6	 -2.62955	 -4.80546	 -18.3007	 0	 
0.554	 -2.5	 -4.33	 -16.6	 -2.62963	 -4.80574	 -18.3005	 0	 
0.556	 -2.5	 -4.33	 -16.6	 -2.6297	 -4.80603	 -18.3004	 0	 
0.558	 -2.5	 -4.33	 -16.6	 -2.62978	 -4.80631	 -18.3002	 0	 
0.56	 -2.5	 -4.33	 -16.6	 -2.62986	 -4.8066	 -18.3	 0	 
0.562	 -2.5	 -4.33	 -16.6	 -2.62994	 -4.80689	 -18.2999	 0	 
0.564	 -2.5	 -4.33	 -16.6	 -2.63002	 -4.80717	 -18.2997	 0	 
0.566	 -2.5	 -4.33	 -16.6	 -2.6301	 -4.80746	 -18.2996	 0	 
0.568	 -2.5	 -4.33	 -16.6	 -2.63018	 -4.80775	 -18.2994	 0	 
0.57	 -2.5	 -4.33	 -16.6	 -2.63026	 -4.80803	 -18.2992	 0	 
0.572	 -2.5	 -4.33	 -16.6	 -2.63034	 -4.80832	 -18.2991	 0	 
0.574	 -2.5	 -4.33	 -16.6	 -2.63042	 -4.80861	 -18.2989	 0	 
0.576	 -2.5	 -4.33	 -16.6	 -2.63049	 -4.8089	 -18.2987	 0	 
0.578	 -2.5	 -4.33	 -16.6	 -2.63057	 -4.80919	 -18.2986	 0	 
0.58	 -2.5	 -4.33	 -16.6	 -2.63065	 -4.80948	 -18.2984	 0	 
