
   57.0348969      -1.57007694      0.318592012      -2.25649142       4023.48047      -3.12372160       6.86485767       8.06101635E-02   1001.71539      -1.57106018       2.49271304E-03  -2.60342097       1491.84314      -1.58041930       28.8965378      -1.09810257       6259.94531      -3.13690352       133.801132      -1.22359478       2349.33594       1.56519043       2.99314547       1.45353341       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
   4643.49512       4.14534843E-05  0.322149694       6.36500772E-08   31.4060822       2.24783346E-02  -17.3311958      -4.90318087E-07   52805.0781       8.67755327E-04   4.15381566E-02   1.33314186E-08   1171.19141       4.22974408E-04   5.50230408      -1.04612818E-05  -9.15133286      -3.07760602E-05  -10.3126678      -2.33918308E-05  -2572.77954      -4.62364085E-04  -12.0857868       1.14747054E-04   0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
  -6.84103668E-02  -2.83561814E-08   4643.18408       4.13738599E-05  -25.4001617      -3.34385447E-02  -52833.1992      -8.67538736E-04   14.7108269       6.33641321E-07   8.38914514E-02  -1.49493200E-08   27.2357864      -1.30296379E-04   1144.60144       3.57814541E-04   30.7774010       4.96133871E-05   2833.54980       9.95608978E-04   160.621918      -6.91844849E-04   143.795746      -1.66539234E-04   0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
   1.75195193      -1.33942813E-05  -15.1529770      -8.59975844E-05   375759.344       378.008636       738.589844       7.08007812E-03  -151.275421      -2.21511140E-03  0.233076096       1.88779086E-04   1506.01697       1.45190072      -283.199615     -0.234907344      -51847.4766     -0.591867208       175.261475     -0.576066434       9008.02832       8.06100750       1822.38708       1.94276798       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
  -19.2761536      -4.18112904E-07  -48420.6680      -7.76926347E-04   692.061523      0.933932960       1277675.12       1.63888820E-02  -76.3365326      -7.07269646E-06  -1.24538326       4.34152042E-07  -553.246399       3.63059528E-03  -44602.8359      -6.87789638E-03  -1034.80322      -1.42136880E-03   76692.5859      -1.92018487E-02  -3261.21021       1.95071604E-02  -4363.87500       4.69923904E-03   0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
   48389.9805       7.76203058E-04   24.9795418      -3.09490133E-07   380.685150      0.378103465       26.3080902      -2.72691267E-07   1276616.62       1.63575765E-02  0.392638326       1.96446493E-07   45171.3242       7.73041416E-03  -129.075363      -1.81698153E-04  -25.6492844      -5.39190252E-04   1175.42432      -3.22011852E-04   83673.6016      -9.56435781E-03  -453.061584       1.93293381E-03   0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
   3.64261903E-02  -4.51856164E-10   8.60940591E-02   9.13644271E-10  0.570410967       6.80912461E-04  -1.49251342      -9.97461047E-09  0.484419167      -3.06390580E-09   13.6342125       3.93245631E-10   3.57524268E-02   2.61551372E-06   5.50286621E-02  -4.11174454E-07  -8.22031721E-02  -1.07443259E-06  -6.07610159E-02  -1.00404361E-06  0.110941932       1.45100275E-05   2.15780587E-04   3.49499282E-06   0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
   1123.76416       4.23633697E-04   24.2375717      -4.85833743E-06  -872.674622      -8.04352951      -33.7671280       2.41220005E-05   48996.7383       8.97238962E-03   8.30468684E-02  -4.12219697E-06   150012.203      -2.76893415E-02   2630.47876       4.95452154E-03   3026.44702       1.26239806E-02   12878.5479       1.21976556E-02  -236613.453     -0.180424333      -328.954773      -4.13482301E-02   0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
   30.4755802       1.04027422E-05   1101.75464       4.27735038E-04   335.924591      0.294045329      -48773.1289      -9.01864003E-03   298.652740       2.61640671E-04   1.81009173E-02   2.49660673E-07  -2432.94336       1.20696949E-03   150910.109       3.03325290E-03  -3477.49561      -4.75663895E-04   239107.625       8.55772104E-03   14791.6719       6.24109386E-03   1962.31921       1.55261683E-03   0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
  -5.94936848      -4.08153974E-05   35.4110718      -1.06048588E-04   27071.6875       428.820892      -1426.33081       8.12377967E-03   176.454483      -2.87756929E-03  -1.46092176E-02   2.13108957E-04  -67.8160706       1.64696121      -1056.70520     -0.266375363       689284.438     -0.671453416      -4790.19385     -0.653147876      -10448.9951       9.14481258      -1881.67224       2.20392060       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
