
      0   2709   2358      6
    1  0.5011082E+00 -0.5087839E+01 -0.2009433E+00  0.1217245E-01 -0.1235896E+00 -0.9922588E+00  0.7286257E+00
    1 -0.5011082E+00 -0.5087839E+01 -0.2009433E+00 -0.1217245E-01 -0.1235896E+00 -0.9922588E+00  0.7286258E+00
    1 -0.1484068E+01 -0.4892316E+01 -0.2009433E+00 -0.3604970E-01 -0.1188400E+00 -0.9922588E+00  0.7286263E+00
    1 -0.2409996E+01 -0.4508784E+01 -0.2009433E+00 -0.5854160E-01 -0.1095236E+00 -0.9922587E+00  0.7286266E+00
    1 -0.3243308E+01 -0.3951982E+01 -0.2009433E+00 -0.7878377E-01 -0.9599821E-01 -0.9922588E+00  0.7286258E+00
    1 -0.3951982E+01 -0.3243308E+01 -0.2009433E+00 -0.9599821E-01 -0.7878377E-01 -0.9922588E+00  0.7286258E+00
    1 -0.4508784E+01 -0.2409996E+01 -0.2009433E+00 -0.1095236E+00 -0.5854161E-01 -0.9922588E+00  0.7286266E+00
    1 -0.4892316E+01 -0.1484068E+01 -0.2009434E+00 -0.1188400E+00 -0.3604970E-01 -0.9922587E+00  0.7286263E+00
    1 -0.5087839E+01 -0.5011082E+00 -0.2009433E+00 -0.1235896E+00 -0.1217245E-01 -0.9922588E+00  0.7286257E+00
    1 -0.5087839E+01  0.5011082E+00 -0.2009433E+00 -0.1235896E+00  0.1217245E-01 -0.9922588E+00  0.7286258E+00
    1 -0.4892316E+01  0.1484068E+01 -0.2009433E+00 -0.1188400E+00  0.3604970E-01 -0.9922588E+00  0.7286263E+00
    1 -0.4508784E+01  0.2409996E+01 -0.2009433E+00 -0.1095236E+00  0.5854160E-01 -0.9922587E+00  0.7286266E+00
    1 -0.3951982E+01  0.3243308E+01 -0.2009433E+00 -0.9599821E-01  0.7878377E-01 -0.9922588E+00  0.7286258E+00
    1 -0.3243308E+01  0.3951982E+01 -0.2009433E+00 -0.7878377E-01  0.9599821E-01 -0.9922588E+00  0.7286258E+00
    1 -0.2409996E+01  0.4508784E+01 -0.2009433E+00 -0.5854161E-01  0.1095236E+00 -0.9922588E+00  0.7286266E+00
    1 -0.1484068E+01  0.4892316E+01 -0.2009434E+00 -0.3604970E-01  0.1188400E+00 -0.9922587E+00  0.7286263E+00
    1 -0.5011082E+00  0.5087839E+01 -0.2009433E+00 -0.1217245E-01  0.1235896E+00 -0.9922588E+00  0.7286257E+00
    1  0.5011082E+00  0.5087839E+01 -0.2009433E+00  0.1217245E-01  0.1235896E+00 -0.9922588E+00  0.7286258E+00
    1  0.1484068E+01  0.4892316E+01 -0.2009433E+00  0.3604970E-01  0.1188400E+00 -0.9922588E+00  0.7286263E+00
    1  0.2409996E+01  0.4508784E+01 -0.2009433E+00  0.5854160E-01  0.1095236E+00 -0.9922587E+00  0.7286266E+00
    1  0.3243308E+01  0.3951982E+01 -0.2009433E+00  0.7878377E-01  0.9599821E-01 -0.9922588E+00  0.7286258E+00
    1  0.3951982E+01  0.3243308E+01 -0.2009433E+00  0.9599821E-01  0.7878377E-01 -0.9922588E+00  0.7286258E+00
    1  0.4508784E+01  0.2409996E+01 -0.2009433E+00  0.1095236E+00  0.5854161E-01 -0.9922588E+00  0.7286266E+00
    1  0.4892316E+01  0.1484068E+01 -0.2009434E+00  0.1188400E+00  0.3604970E-01 -0.9922587E+00  0.7286263E+00
    1  0.5087839E+01  0.5011082E+00 -0.2009433E+00  0.1235896E+00  0.1217245E-01 -0.9922588E+00  0.7286257E+00
    1  0.5087839E+01 -0.5011082E+00 -0.2009433E+00  0.1235896E+00 -0.1217245E-01 -0.9922588E+00  0.7286258E+00
    1  0.4892316E+01 -0.1484068E+01 -0.2009433E+00  0.1188400E+00 -0.3604970E-01 -0.9922588E+00  0.7286263E+00
    1  0.4508784E+01 -0.2409996E+01 -0.2009433E+00  0.1095236E+00 -0.5854160E-01 -0.9922587E+00  0.7286266E+00
    1  0.3951982E+01 -0.3243308E+01 -0.2009433E+00  0.9599821E-01 -0.7878377E-01 -0.9922588E+00  0.7286258E+00
    1  0.3243308E+01 -0.3951982E+01 -0.2009433E+00  0.7878377E-01 -0.9599821E-01 -0.9922588E+00  0.7286258E+00
    1  0.2409996E+01 -0.4508784E+01 -0.2009433E+00  0.5854161E-01 -0.1095236E+00 -0.9922588E+00  0.7286266E+00
    1  0.1484068E+01 -0.4892316E+01 -0.2009434E+00  0.3604970E-01 -0.1188400E+00 -0.9922587E+00  0.7286263E+00
    1  0.1594405E+00 -0.1618828E+01 -0.6070000E+00  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.1619521E+00
    1 -0.2202401E+00 -0.2236136E+01 -0.5595789E+00 -0.1217249E-01 -0.1235895E+00 -0.9922588E+00  0.3180037E+00
    1 -0.1594405E+00 -0.1618828E+01 -0.6070000E+00  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.1619521E+00
    1 -0.6522567E+00 -0.2150203E+01 -0.5595789E+00 -0.3604976E-01 -0.1188399E+00 -0.9922588E+00  0.3180040E+00
    1 -0.4721946E+00 -0.1556617E+01 -0.6070000E+00  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.1619522E+00
    1 -0.1059208E+01 -0.1981638E+01 -0.5595789E+00 -0.5854142E-01 -0.1095236E+00 -0.9922588E+00  0.3180040E+00
    1 -0.7668024E+00 -0.1434587E+01 -0.6070000E+00  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.1619521E+00
    1 -0.1425454E+01 -0.1736920E+01 -0.5595789E+00 -0.7878385E-01 -0.9599811E-01 -0.9922588E+00  0.3180039E+00
    1 -0.1031942E+01 -0.1257426E+01 -0.6070000E+00  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.1619523E+00
    1 -0.1736920E+01 -0.1425454E+01 -0.5595789E+00 -0.9599812E-01 -0.7878385E-01 -0.9922588E+00  0.3180038E+00
    1 -0.1257426E+01 -0.1031942E+01 -0.6070000E+00  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.1619523E+00
    1 -0.1981639E+01 -0.1059208E+01 -0.5595789E+00 -0.1095236E+00 -0.5854142E-01 -0.9922588E+00  0.3180040E+00
    1 -0.1434587E+01 -0.7668024E+00 -0.6070000E+00  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.1619521E+00
    1 -0.2150203E+01 -0.6522566E+00 -0.5595789E+00 -0.1188400E+00 -0.3604977E-01 -0.9922588E+00  0.3180039E+00
    1 -0.1556617E+01 -0.4721945E+00 -0.6070000E+00  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.1619522E+00
    1 -0.2236136E+01 -0.2202401E+00 -0.5595790E+00 -0.1235895E+00 -0.1217249E-01 -0.9922588E+00  0.3180037E+00
    1 -0.1618828E+01 -0.1594405E+00 -0.6070000E+00  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.1619521E+00
    1 -0.2236136E+01  0.2202401E+00 -0.5595789E+00 -0.1235895E+00  0.1217249E-01 -0.9922588E+00  0.3180037E+00
    1 -0.1618828E+01  0.1594405E+00 -0.6070000E+00  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.1619521E+00
    1 -0.2150203E+01  0.6522567E+00 -0.5595789E+00 -0.1188399E+00  0.3604976E-01 -0.9922588E+00  0.3180040E+00
    1 -0.1556617E+01  0.4721946E+00 -0.6070000E+00  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.1619522E+00
    1 -0.1981638E+01  0.1059208E+01 -0.5595789E+00 -0.1095236E+00  0.5854142E-01 -0.9922588E+00  0.3180040E+00
    1 -0.1434587E+01  0.7668024E+00 -0.6070000E+00  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.1619521E+00
    1 -0.1736920E+01  0.1425454E+01 -0.5595789E+00 -0.9599811E-01  0.7878385E-01 -0.9922588E+00  0.3180039E+00
    1 -0.1257426E+01  0.1031942E+01 -0.6070000E+00  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.1619523E+00
    1 -0.1425454E+01  0.1736920E+01 -0.5595789E+00 -0.7878385E-01  0.9599812E-01 -0.9922588E+00  0.3180038E+00
    1 -0.1031942E+01  0.1257426E+01 -0.6070000E+00  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.1619523E+00
